,certificate,genre,gross,id,imdb_rating,metascore,runtime,title,votes,year
1879,TV-MA,['Horror'],,tt3444206,3.4,,86 min,Before Someone Gets Hurt,229.0,['2018']
1880,TV-MA,"['Sci-Fi', 'Thriller']",,tt4465438,3.1,,81 min,Bodysnatch,164.0,['2018']
1881,,"['Drama', 'History']",,tt5670732,6.4,,,Rubirosa,47.0,['2018']
1882,,"['Action', 'Crime', 'Drama']",,tt5146612,5.9,,111 min,Junkie,56.0,['2018']
1883,,['Comedy'],,tt6038114,4.4,,103 min,Não Se Aceitam Devoluções,37.0,['2018']
1884,,"['Drama', 'Romance']",,tt7480724,4.7,,92 min,Sauvages,12.0,['2018']
1885,Not Rated,['Drama'],,tt9118870,6.8,,131 min,Ente Ummante Peru,402.0,['2018']
1886,,"['Music', 'Mystery', 'Thriller']",,tt5980638,8.6,,96 min,The Transcendents,369.0,['2018']
1887,,['Drama'],,tt8836292,6.5,,86 min,Zhuang si le yi zhi yang,94.0,['2018']
1888,,"['Action', 'Comedy']",,tt7609114,5.1,,145 min,Yamla Pagla Deewana Phir Se...,782.0,['2018']
1889,,"['Action', 'Adventure', 'Comedy']",,tt7639528,6.6,,134 min,Gintama 2: Okite wa yaburu tame ni koso aru,384.0,['2018']
1890,R,"['Action', 'Drama']",,tt6936350,5.3,,88 min,Born Racer,119.0,['2018']
1891,,['Thriller'],,tt6858948,6.0,,83 min,Never Saw It Coming,37.0,['2018']
1892,TV-PG,['Thriller'],,tt8105846,5.8,,85 min,His Perfect Obsession,100.0,['2018']
1893,,['Horror'],,tt7059506,7.5,,121 min,Munafik 2,1192.0,['2018']
1894,,['Drama'],,tt8838810,8.1,,90 min,Song Lang,155.0,['2018']
1895,,['Comedy'],,tt7022404,5.9,,110 min,Benedetta follia,763.0,['2018']
1896,,['Drama'],,tt6265620,6.3,,93 min,I Miss You When I See You,53.0,['2018']
1897,,"['Action', 'Drama', 'History']",,tt9415552,5.9,,90 min,Nesokrushimyy,941.0,['2018']
1898,TV-MA,['Horror'],,tt4518962,3.9,,92 min,Headgame,588.0,['2018']
1899,PG,['Family'],,tt5145662,5.9,,91 min,Monsters at Large,189.0,['2018']
1900,,"['Drama', 'Sport']",,tt5903926,4.9,,114 min,Sprinter,10.0,['2018']
1901,,"['Comedy', 'Horror']",,tt3370702,5.1,,80 min,Camp Death III in 2D!,102.0,['2018']
1902,,"['Comedy', 'Drama']",,tt2690634,6.6,,90 min,The Bad Guys,829.0,['2018']
1903,,"['Drama', 'Thriller']",,tt7538958,6.3,,112 min,Animal,837.0,['2018']
1904,,['Romance'],,tt8668312,7.2,,105 min,Sensei Kunshu,42.0,['2018']
1905,,['War'],,tt5178964,8.0,,,Zaspanka za vojnike,495.0,['2018']
1906,,['Drama'],,tt8583694,6.8,,90 min,Christmas on Holly Lane,149.0,['2018']
1907,,"['Drama', 'Fantasy', 'Mystery']",,tt6327784,7.9,,95 min,Dos Veces Tú,28.0,['2018']
1908,,"['Comedy', 'Family']",,tt7679126,5.8,,91 min,El mejor verano de mi vida,586.0,['2018']
1909,,['Thriller'],,tt8183570,5.1,,,Baby Obsession,32.0,['2018']
1910,,['Drama'],,tt9646364,7.8,,88 min,The Pack,6.0,['2018']
1911,TV-PG,['Comedy'],,tt5507934,3.6,,93 min,Lo más sencillo es complicarlo todo,419.0,['2018']
1912,,"['Action', 'Drama', 'Fantasy']",,tt6498818,,,81 min,Ink & Rain,,['2018']
1913,,"['Drama', 'Family']",,tt9121254,8.6,,88 min,Guang,57.0,['2018']
1914,,['Comedy'],,tt8619812,6.8,,110 min,Minha Vida em Marte,537.0,['2018']
1915,PG,"['Animation', 'Adventure', 'Family']",178027.0,tt8223844,7.1,,53 min,Chiisana eiyû: Kani to tamago to tômei ningen,99.0,['2018']
1916,,"['Horror', 'Thriller']",,tt8623162,3.3,,125 min,Afraid,49.0,['2018']
1917,,['Action'],,tt7039326,3.2,,80 min,The Wolf Catcher,32.0,['2018']
1918,,"['Action', 'Horror', 'Thriller']",,tt4225092,2.8,,120 min,Virus of the Dead,121.0,['2018']
1919,,['Drama'],,tt9004396,8.3,,81 min,Tutte le mie notti,13.0,['2018']
1920,,"['Drama', 'Romance', 'Thriller']",,tt8459250,7.1,,109 min,Shéhérazade,337.0,['2018']
1921,,['War'],,tt7969140,4.0,,91 min,Thousand Yard Stare,164.0,['2018']
1922,,"['Comedy', 'Horror']",,tt8332808,9.0,,96 min,One Must Fall,10.0,['2018']
1923,,"['Animation', 'Family', 'Mystery']",,tt7169514,6.9,,95 min,Dilili à Paris,191.0,['2018']
1924,,['Horror'],,tt8295286,5.8,,82 min,Kafir,508.0,['2018']
1925,,['Horror'],,tt7900528,5.3,,114 min,Let's Not Meet,649.0,['2018']
1926,,"['Comedy', 'Horror']",,tt8552406,6.8,,99 min,The Hoard,20.0,['2018']
1927,,['Horror'],,tt7738930,7.5,,90 min,Üç Harfliler: Beddua,640.0,['2018']
1928,,"['Comedy', 'Drama']",,tt8846072,6.9,,74 min,Belmonte,78.0,['2018']
1929,,"['Comedy', 'Romance']",,tt6236142,5.2,,98 min,A ti te quería encontrar,219.0,['2018']
1930,,['Drama'],,tt4183200,8.9,,108 min,Mafak,98.0,['2018']
1931,,['Comedy'],,tt7883774,6.3,,110 min,Kalte Füße,78.0,['2018']
1932,,['Comedy'],,tt7180776,6.0,,90 min,"Hey, Mr. Postman!",62.0,['2018']
1933,PG-13,['Comedy'],,tt7958614,5.5,,97 min,Hibiscus & Ruthless,110.0,['2018']
1934,,"['Horror', 'Thriller']",,tt5278886,2.2,,84 min,The Terrible Two,238.0,['2018']
1935,,['Animation'],,tt8941316,6.3,,66 min,KuToppen,37.0,['2018']
1936,TV-MA,"['Comedy', 'Horror']",,tt4312842,3.0,,89 min,American Exorcist,106.0,['2018']
1937,Not Rated,"['Adventure', 'Drama', 'Sci-Fi']",,tt7853292,6.2,,140 min,Antariksham 9000 kmph,782.0,['2018']
1938,,"['Action', 'Adventure', 'Comedy']",,tt7473036,4.6,76.0,90 min,Ghostbox Cowboy,115.0,['2018']
1939,,"['Animation', 'Drama', 'Mystery']",,tt9647330,6.7,,105 min,The Assassination of G,41.0,['2018']
1940,,['Drama'],,tt7976904,7.1,,86 min,Føniks,85.0,['2018']
1941,,['Thriller'],,tt8417466,7.1,,,We Belong Together,73.0,['2018']
1942,,"['Crime', 'Drama']",,tt3180548,6.0,,83 min,The Belly of the Whale,75.0,['2018']
1943,,"['Action', 'Comedy', 'Crime']",,tt7281994,5.9,,88 min,Cool Cat Kids Superhero,36.0,['2018']
1944,,['Horror'],,tt6710842,,,,Horror Time,,['2018']
1945,,['Action'],,tt9155048,3.2,,87 min,The Punished,23.0,['2018']
1946,,"['Horror', 'Thriller']",,tt6499694,5.3,,99 min,Rideshare,718.0,['2018']
1947,,['Drama'],,tt8437838,6.8,,99 min,Joel,100.0,['2018']
1948,Not Rated,"['Drama', 'Sport']",97472.0,tt8367080,5.8,,108 min,Chaem-pi-eon,362.0,['2018']
1949,Not Rated,"['Action', 'Thriller']",,tt2759338,4.1,,131 min,Dassehra,211.0,['2018']
1950,,['Thriller'],,tt6716912,7.9,,,Dead Water,11.0,['2018']
1951,,"['Comedy', 'Drama']",,tt6417256,7.0,,88 min,The Misguided,146.0,['2018']
1952,,['Drama'],,tt6037866,7.1,,115 min,Slam,12.0,['2018']
1953,,['Drama'],,tt4060498,7.8,,80 min,The Broken Ones,20.0,['2018']
1954,,['Drama'],,tt8901582,8.3,,102 min,Saf,21.0,['2018']
1955,,['Drama'],,tt7434928,6.2,,91 min,Amin,105.0,['2018']
1956,Not Rated,"['Action', 'Biography', 'Drama']",,tt7762982,7.7,,140 min,Sajjan Singh Rangroot,1161.0,['2018']
1957,,['Drama'],,tt6992946,4.1,,96 min,My Favorite Fabric,99.0,['2018']
1958,,['Drama'],,tt5478918,5.9,,81 min,Dreams I Never Had,64.0,['2018']
1959,,"['Crime', 'Drama']",,tt5749570,4.4,,112 min,Tango One,230.0,['2018']
1960,,"['Drama', 'Romance']",,tt7901268,6.4,,106 min,Fortuna,162.0,['2018']
1961,PG-13,"['Horror', 'Thriller']",,tt2482856,6.2,,81 min,The Church,17.0,['2018']
1962,,"['Crime', 'Drama', 'Mystery']",,tt6648468,3.3,,80 min,Interference,63.0,['2018']
1963,,"['Horror', 'Mystery', 'Thriller']",,tt7986672,5.6,,110 min,Morto Não Fala,136.0,['2018']
1964,,"['Drama', 'Romance']",,tt8835552,7.1,,104 min,Exes Baggage,133.0,['2018']
1965,,['Comedy'],551876.0,tt9282616,7.1,,109 min,Wu ming zhi bei,834.0,['2018']
1966,,['Romance'],,tt6106980,8.6,,95 min,In Reality,17.0,['2018']
1967,,['Comedy'],,tt4668790,7.6,,91 min,Camp Manna,68.0,['2018']
1968,Not Rated,"['Action', 'Drama', 'Thriller']",,tt8060652,5.8,,123 min,7 Nyeon-eui bam,184.0,['2018']
1969,,['Mystery'],,tt6857956,6.2,,123 min,Kensatsu gawa no zainin,380.0,['2018']
1970,,['Comedy'],,tt6995612,4.2,,85 min,Gaston Lagaffe,486.0,['2018']
1971,Approved,['Comedy'],,tt8923800,8.6,,115 min,The Bachelor Party,5.0,['2018']
1972,,"['Comedy', 'Romance']",,tt9163340,8.1,,,Khabsa - What Did I Mess,95.0,['2018']
1973,,['Drama'],,tt9055926,8.6,,227 min,National Theatre Live: King Lear,110.0,['2018']
1974,,"['Drama', 'Horror', 'Thriller']",,tt5024048,4.2,,88 min,The Boo,72.0,['2018']
1975,TV-MA,"['Comedy', 'Fantasy', 'Horror']",,tt4959440,5.2,,83 min,Apocalypse Rising,661.0,['2018']
1976,,"['Drama', 'History', 'War']",,tt7220696,6.7,,103 min,Suomen hauskin mies,344.0,['2018']
1977,Not Rated,['Action'],,tt7335186,5.7,,151 min,Savyasachi,805.0,['2018']
1978,,"['Comedy', 'Drama', 'Family']",,tt9248252,7.5,,106 min,Three Words to Forever,20.0,['2018']
1979,,"['Drama', 'History']",,tt6466058,8.0,,108 min,Ask for Jane,8.0,['2018']
1980,,"['Action', 'Comedy', 'Crime']",,tt6610280,7.1,,120 min,Bad Investigate,392.0,['2018']
1981,,['Family'],,tt7400672,5.3,,,Halvdan Viking,40.0,['2018']
1982,,"['Action', 'Comedy']",,tt8900082,6.9,,68 min,Commando Ninja,211.0,['2018']
1983,,"['Action', 'Drama', 'Romance']",,tt4524418,8.8,,105 min,Warfighter,517.0,['2018']
1984,,"['Drama', 'Horror', 'Thriller']",,tt6967644,7.7,,,The Nightmare Gallery,9.0,['2018']
1985,,['Comedy'],,tt7477820,,,,Sweeney Killing Sweeney,,['2018']
1986,,"['Action', 'Adventure']",,tt7416536,6.1,,118 min,Sew the Winter to My Skin,50.0,['2018']
1987,TV-14,"['Drama', 'Romance']",,tt4268054,8.2,,100 min,Monsoon,57.0,['2018']
1988,PG-13,['Action'],,tt6102104,8.5,,,Ride,65.0,['2018']
1989,,['Thriller'],,tt7976486,7.0,,106 min,Sin Island,84.0,['2018']
1990,,"['Action', 'Thriller']",,tt4168932,5.7,,,No More Mr Nice Guy,16.0,['2018']
1991,,"['Drama', 'Horror', 'Thriller']",,tt5589212,7.1,,,Extracurricular,21.0,['2018']
1992,,"['Drama', 'Fantasy']",,tt7523010,7.6,,155 min,Koode,1207.0,['2018']
1993,,['Comedy'],,tt7654890,6.0,,89 min,Les vieux fourneaux,250.0,['2018']
1994,,['Drama'],,tt6515458,6.8,,106 min,Kimi no tori wa utaeru,64.0,['2018']
1995,,['Drama'],,tt7406704,,,97 min,Last Summer,,['2018']
1996,,"['Horror', 'Thriller']",,tt9369332,2.2,,77 min,Halloween Horror Tales,95.0,['2018']
1997,,"['Crime', 'Thriller']",,tt6769326,7.9,,,American Dreamer,17.0,['2018']
1998,R,"['Drama', 'Mystery', 'Thriller']",,tt7471884,5.8,29.0,98 min,Silencio,67.0,['2018']
1999,,"['Drama', 'Romance']",,tt5020726,7.6,,45 min,Silvat,104.0,['2018']
2000,,"['Biography', 'Drama']",,tt7587878,8.2,,,Michelangelo - Infinito,48.0,['2018']
2001,Not Rated,"['Action', 'Drama']",,tt3403310,5.2,,110 min,Fade Away,35.0,['2018']
2002,,"['Drama', 'Thriller']",,tt7377132,6.7,,97 min,Duelles,75.0,['2018']
2003,,"['Drama', 'Thriller']",,tt4823494,6.2,,94 min,Detrás de la Montaña,6.0,['2018']
2004,,['Comedy'],,tt8404624,5.8,,104 min,Beverly Hills Ghost,49.0,['2018']
2005,,['Sci-Fi'],,tt8548792,4.7,,81 min,The Dawnseeker,2248.0,['2018']
2006,,"['Horror', 'Thriller']",,tt8698956,6.6,,110 min,Lupt,212.0,['2018']
2007,,['Comedy'],,tt2463842,5.5,,85 min,Blockbuster,264.0,['2018']
2008,,"['Comedy', 'Drama', 'Fantasy']",,tt7524980,4.8,,90 min,Watchman,12.0,['2018']
2009,,"['Drama', 'Mystery']",,tt6520954,8.3,,107 min,Debi,2141.0,['2018']
2010,,['Drama'],,tt7398642,6.3,,113 min,Sonja: The White Swan,157.0,['2018']
2011,,['Comedy'],,tt8299800,4.7,,113 min,"Hello, Mrs. Money",178.0,['2018']
2012,,"['Comedy', 'Drama', 'Horror']",,tt7248518,4.3,,88 min,Better Off Zed,120.0,['2018']
2013,,"['Comedy', 'Romance']",,tt8723270,8.3,,102 min,To Love Some Buddy,16.0,['2018']
2014,,"['Animation', 'Adventure', 'Fantasy']",,tt9517188,8.1,,94 min,3 Bahadur: Rise of the Warriors,7.0,['2018']
2015,,['Drama'],21598.0,tt6593240,6.3,52.0,137 min,Mes provinciales,327.0,['2018']
2016,,"['Action', 'Comedy']",,tt9030432,3.6,,,Aigaio SOS,283.0,['2018']
2017,,"['Animation', 'Action', 'Sci-Fi']",259224.0,tt9497146,7.3,,88 min,Mobile Suit Gundam Narrative,56.0,['2018']
2018,,"['Comedy', 'Drama']",,tt8665790,5.0,,140 min,Aate di chidi,61.0,['2018']
2019,,"['Action', 'History', 'War']",,tt8748608,6.3,,121 min,Deliler,853.0,['2018']
2020,,"['Action', 'War']",,tt7442274,5.4,,109 min,Can Feda,698.0,['2018']
2021,,['Drama'],,tt8744608,7.0,,108 min,Monument,58.0,['2018']
2022,,['Drama'],,tt7146578,5.8,,101 min,Volontaire,187.0,['2018']
2023,,['Drama'],,tt8272332,8.4,,82 min,Nose to Tail,8.0,['2018']
2024,,['Sport'],,tt9128216,6.8,,,Dhoni Kabadi Kuzhu,6.0,['2018']
2025,,['Romance'],,tt8396112,6.9,,148 min,Whats up lagna,13.0,['2018']
2026,Not Rated,['Drama'],,tt9094846,8.4,,101 min,Dancing in the Rain,32.0,['2018']
2027,,['Crime'],,tt8324576,6.1,,127 min,Gatao 2: The New King,186.0,['2018']
2028,,"['Drama', 'Horror', 'Thriller']",,tt7580598,5.7,,90 min,F20,453.0,['2018']
2029,PG,['Drama'],,tt7636672,7.1,,101 min,Float Like a Butterfly,38.0,['2018']
2030,,"['Drama', 'Romance', 'Sport']",,tt8513044,8.7,,147 min,Nonsense,56.0,['2018']
2031,Not Rated,['Comedy'],,tt7863198,6.5,,102 min,I Am Losing Weight,1285.0,['2018']
2032,,['Comedy'],,tt8535472,8.4,,122 min,Silly Fellows,78.0,['2018']
2033,,['Drama'],,tt7247524,7.1,,96 min,Il vizio della speranza,137.0,['2018']
2034,,"['Crime', 'Drama', 'Sci-Fi']",,tt4397342,6.1,,107 min,Cities of Last Things,190.0,['2018']
2035,,"['Drama', 'Romance']",,tt8673950,7.9,,,Nai Nabhannu La 5,23.0,['2018']
2036,Not Rated,['Action'],,tt6354056,3.4,,94 min,Code Name: Dynastud,169.0,['2018']
2037,,['Comedy'],,tt5741008,5.3,,83 min,Bully,12.0,['2018']
2038,,"['Comedy', 'Drama']",,tt8633950,6.8,,102 min,Les invisibles,206.0,['2018']
2039,,"['Adventure', 'Drama', 'Family']",,tt7106246,7.2,,90 min,Zlogonje,135.0,['2018']
2040,,"['Comedy', 'Drama']",,tt8108168,7.3,,130 min,Golak Bugni Bank Te Batua,364.0,['2018']
2041,,"['Drama', 'Family']",,tt5493516,8.8,,,The Reason,11.0,['2018']
2042,,['Drama'],,tt8439948,8.9,,130 min,Bobby,23.0,['2018']
2043,TV-14,['Thriller'],,tt8165246,5.1,,,My Daughter Vanished,56.0,['2018']
2044,,['Drama'],,tt6470028,7.2,,100 min,Happy Face,35.0,['2018']
2045,R,"['Drama', 'Horror', 'Mystery']",,tt5588786,2.7,,93 min,SheChotic,61.0,['2018']
2046,,['Comedy'],2341391.0,tt8264546,7.2,,141 min,1991,368.0,['2018']
2047,,['Drama'],,tt8027322,6.6,,81 min,The Joke Thief,3878.0,['2018']
2048,,['Comedy'],,tt7117552,6.4,,92 min,Quanto basta,199.0,['2018']
2049,,['Family'],,tt6373994,4.0,,,Andy the Talking Hedgehog,6.0,['2018']
2050,,"['Biography', 'Sport']",,tt6747224,7.1,,145 min,Captain,486.0,['2018']
2051,,"['Comedy', 'Drama']",,tt8634368,6.3,,143 min,Jatt vs. Ielts,69.0,['2018']
2052,Not Rated,"['Comedy', 'Romance']",,tt8072400,7.2,,140 min,Hello Guru Prema Kosame,1037.0,['2018']
2053,,['Drama'],,tt7919372,6.2,,,First Lady,82.0,['2018']
2054,,"['Drama', 'History']",,tt7188002,6.7,,122 min,Capri-Revolution,207.0,['2018']
2055,,['Family'],,tt8066076,8.1,,112 min,Kulari ke Pantai,148.0,['2018']
2056,,"['Action', 'Crime', 'Thriller']",,tt4945640,4.9,,85 min,911: Officer Down,23.0,['2018']
2057,,"['Horror', 'Thriller']",,tt8422146,6.6,,90 min,Abrakadabra,62.0,['2018']
2058,,['Horror'],,tt9593792,6.7,,,Ghost Wife,25.0,['2018']
2059,,['Comedy'],,tt7667558,6.4,,96 min,Il tuttofare,287.0,['2018']
2060,,"['Drama', 'Sci-Fi']",,tt4795062,6.4,,108 min,His Master's Voice,175.0,['2018']
2061,,"['Comedy', 'Crime', 'Drama']",,tt7429708,6.3,,104 min,The Pig,712.0,['2018']
2062,,"['Drama', 'Sci-Fi', 'Thriller']",,tt6498220,5.6,,98 min,Another Plan from Outer Space,31.0,['2018']
2063,,['Drama'],,tt5553810,7.0,,84 min,Raiva,109.0,['2018']
2064,,"['Mystery', 'News', 'Thriller']",,tt2606314,8.5,,88 min,Caretakers,87.0,['2018']
2065,PG-13,"['Comedy', 'Romance']",,tt4329242,6.5,,100 min,Love Jacked,31.0,['2018']
2066,,"['Action', 'Crime', 'Thriller']",,tt5836576,5.3,,83 min,The Pinch,53.0,['2018']
2067,TV-MA,"['Comedy', 'Drama']",,tt4060006,5.6,,116 min,No Estoy Loca,540.0,['2018']
2068,TV-MA,"['Action', 'Drama', 'Music']",,tt3068544,3.8,,102 min,Days of Power,332.0,['2018']
2069,,"['Horror', 'Thriller']",,tt7115500,4.8,,79 min,Die in One Day,559.0,['2018']
2070,,['Horror'],,tt6807256,2.7,,92 min,Fear Level,110.0,['2018']
2071,,['Drama'],,tt5722456,,,109 min,Hollywood Mouth 3,,['2018']
2072,,['Drama'],,tt7972674,8.7,,106 min,Hey Ram Hamne Gandhi Ko maar Diya,131.0,['2018']
2073,TV-MA,"['Drama', 'Romance']",,tt5804846,8.0,,123 min,Mercy's Girl,11.0,['2018']
2074,,['Action'],,tt9297624,7.5,,100 min,Kamen Raidâ Heisei Jenerêshonzu Foebâ,11.0,['2018']
2075,,['Drama'],,tt8150768,6.4,,89 min,Somos tr3s,76.0,['2018']
2076,R,"['Action', 'Sci-Fi']",,tt6022174,2.3,,97 min,Mad World,133.0,['2018']
2077,,['Crime'],,tt6055450,2.1,,88 min,Red Army Hooligans,207.0,['2018']
2078,,['Drama'],,tt7634614,8.0,,,Trouble in the Garden,11.0,['2018']
2079,PG-13,['Comedy'],,tt5848992,7.5,,100 min,Sanky Panky 3,71.0,['2018']
2080,,"['Comedy', 'Horror']",,tt6732748,6.7,,85 min,Fubar,40.0,['2018']
2081,,['Comedy'],,tt7715244,5.2,,,Cosa fai a Capodanno?,103.0,['2018']
2082,,"['Drama', 'Romance']",,tt3643612,6.8,,76 min,Chocolate Oyster,17.0,['2018']
2083,,['Drama'],,tt8655740,6.9,,,Kardesler,29.0,['2018']
2084,,['Action'],,tt5471258,5.7,,84 min,Penance,161.0,['2018']
2085,R,"['Action', 'Adventure']",,tt7642326,2.6,,84 min,Honor Up,221.0,['2018']
2086,,"['Comedy', 'Drama']",,tt9343816,8.3,,135 min,Midnights With Menka,50.0,['2018']
2087,,"['Drama', 'Romance']",,tt8016648,7.6,,148 min,Ente Mezhuthiri Athazhangal,661.0,['2018']
2088,,['Drama'],,tt6799254,7.0,,90 min,Miriam Miente,47.0,['2018']
2089,Not Rated,"['Animation', 'Action', 'Adventure']",,tt9081188,5.6,,62 min,Fireman Sam: Set for Action!,36.0,['2018']
2090,,['Horror'],,tt8737130,4.6,,91 min,Sodak Sodak,34.0,['2018']
2091,,"['Comedy', 'Drama', 'Romance']",,tt7493804,7.5,,109 min,Nijiiro Days,57.0,['2018']
2092,,"['Action', 'Drama']",,tt7902704,2.7,,130 min,Inttelligent,132.0,['2018']
2093,,"['Action', 'History', 'Thriller']",,tt7336446,7.2,,118 min,Direnis Karatay,1066.0,['2018']
2094,,"['Action', 'Crime', 'Drama']",,tt7901798,7.7,,110 min,Maghzhaye Koochake Zang Zadeh,777.0,['2018']
2095,,['Comedy'],,tt9349770,7.3,,107 min,Ang pangarap kong holdap,10.0,['2018']
2096,,['Drama'],,tt8649118,7.5,,96 min,We Ourselves,6.0,['2018']
2097,,['Drama'],,tt8886110,6.6,,93 min,L'Ordre des médecins,66.0,['2018']
2098,,['Drama'],,tt0192528,4.1,,104 min,Heaven & Hell,68.0,['2018']
2099,,"['Comedy', 'Drama']",37115.0,tt7870578,3.4,,120 min,Girls vs Gangsters,127.0,['2018']
2100,,"['Action', 'Drama', 'History']",,tt7897306,6.7,,93 min,Tangeye Abu Ghorayb,731.0,['2018']
2101,R,['Comedy'],,tt7795376,5.6,,90 min,Svinhery,248.0,['2018']
2102,Not Rated,"['Animation', 'Family']",,tt5848640,5.7,,81 min,Hodja fra Pjort,131.0,['2018']
2103,,"['Mystery', 'Romance', 'Thriller']",,tt6615648,8.3,,180 min,Manu,391.0,['2018']
2104,,['Comedy'],,tt9472658,6.3,,95 min,Politseyskiy s Rublyovki. Novogodniy bespredel,88.0,['2018']
2105,,['Sci-Fi'],37537.0,tt4566780,3.1,,85 min,Gray Matter,227.0,['2018']
2106,,"['Horror', 'Mystery', 'Thriller']",,tt9799088,,,,The Girl on the Train,,['2018']
2107,TV-MA,"['Drama', 'Fantasy', 'Romance']",,tt5539924,3.8,,73 min,With a Kiss I Die,111.0,['2018']
2108,,"['Comedy', 'Romance']",,tt6071752,4.2,,124 min,Dil Juunglee,239.0,['2018']
2109,,['Drama'],,tt7347378,7.5,,134 min,Parque Mayer,146.0,['2018']
2110,,['Drama'],,tt5545880,7.5,,99 min,Atlas,48.0,['2018']
2111,,"['Comedy', 'Drama']",,tt8426964,4.8,,146 min,Drama,318.0,['2018']
2112,TV-PG,"['Comedy', 'Drama', 'Romance']",,tt7967834,7.4,,94 min,Meet Me in St. Gallen,138.0,['2018']
2113,,['Comedy'],,tt8686460,8.2,,93 min,Baby Mamas,6.0,['2018']
2114,,['Drama'],,tt8784906,8.8,,159 min,Ani... Dr. Kashinath Ghanekar,488.0,['2018']
2115,,"['Action', 'Comedy', 'Drama']",,tt8535546,7.4,,111 min,Aatagadharaa Siva,106.0,['2018']
2116,,['Thriller'],,tt7596874,,,93 min,Compulsion,,['2018']
2117,,['Drama'],,tt6632664,6.2,,93 min,La chute de Sparte,103.0,['2018']
2118,,"['Action', 'Adventure', 'Biography']",,tt7473390,4.5,,,Zhan shen ji,77.0,['2018']
2119,,['Comedy'],,tt8113950,3.2,,82 min,Last American Horror Show,104.0,['2018']
2120,,['Family'],,tt8470494,5.3,,102 min,Kindness Matters,19.0,['2018']
2121,,['Drama'],,tt5952522,8.1,,94 min,Soul Sessions,7.0,['2018']
2122,,['Drama'],,tt6105150,3.0,,65 min,Sliders,7.0,['2018']
2123,,['Drama'],,tt6166464,9.2,,,Amanda McKay,14.0,['2018']
2124,,['Drama'],,tt8137722,7.0,,89 min,I douleia tis,92.0,['2018']
2125,,"['Horror', 'Sci-Fi', 'Thriller']",,tt7169100,3.6,,81 min,Night Zero,271.0,['2018']
2126,,"['Comedy', 'Fantasy']",,tt7938128,6.0,,97 min,The Soul-Mate,93.0,['2018']
2127,,"['Comedy', 'Drama', 'Musical']",,tt8851198,7.4,,,Funny Girl,38.0,['2018']
2128,,['Drama'],,tt7755354,,,107 min,Cor Values,,['2018']
2129,,"['Comedy', 'Drama', 'Western']",,tt9430524,6.8,,107 min,El mayor regalo,20.0,['2018']
2130,,['Drama'],,tt9130674,6.3,,85 min,The Red Phallus,25.0,['2018']
2131,,"['Drama', 'Thriller']",,tt8575428,7.3,,93 min,Cronofobia,15.0,['2018']
2132,,['Drama'],,tt4958972,7.6,,103 min,The Devil Outside,24.0,['2018']
2133,,"['Drama', 'History', 'Thriller']",,tt7368668,5.7,,118 min,Eter,70.0,['2018']
2134,,['Comedy'],,tt9244614,7.1,,,Lietuviski svingeriai,160.0,['2018']
2135,,['Comedy'],,tt8055324,8.6,,,Blanche,10.0,['2018']
2136,,['Comedy'],,tt7790898,7.4,,157 min,GujjuBhai: Most Wanted,255.0,['2018']
2137,,['Drama'],,tt8506874,7.5,,,Komola Rocket,283.0,['2018']
2138,,['Comedy'],,tt6939372,6.5,,115 min,Ie ni kaeru to tsuma ga kanarazu shinda furi o shite imasu.,379.0,['2018']
2139,Not Rated,"['Adventure', 'Comedy', 'Musical']",,tt6981634,5.3,51.0,90 min,Wanderland,143.0,['2018']
2140,Not Rated,"['Horror', 'Thriller']",,tt3418064,3.1,,87 min,A Place in Hell,175.0,['2018']
2141,TV-PG,"['Drama', 'Family']",,tt7307136,4.9,,87 min,All Styles,77.0,['2018']
2142,,['Adventure'],,tt9105556,,,103 min,Lara - Aribelle si mana destinului,,['2018']
2143,,['Comedy'],,tt7195416,5.6,,100 min,Demi soeurs,255.0,['2018']
2144,,['Thriller'],,tt7267498,,,,La Llorona,,['2018']
2145,,"['Animation', 'Comedy', 'Family']",,tt9141128,7.1,,85 min,The Donkey King,281.0,['2018']
2146,,['Drama'],,tt7260830,6.0,,86 min,Neon Heart,41.0,['2018']
2147,,"['Drama', 'Horror']",,tt2987806,3.2,,105 min,Don't Open Your Eyes,118.0,['2018']
2148,,['Comedy'],,tt6164210,8.5,,83 min,Best Mom,6.0,['2018']
2149,,['Comedy'],,tt8111654,,,52 min,Mismatch,,['2018']
2150,,['Drama'],,tt9078014,7.6,,85 min,Izbrisana,31.0,['2018']
2151,,"['Comedy', 'Drama']",,tt7786264,8.1,,138 min,Shatru Gate,81.0,['2018']
2152,,['Drama'],,tt9265300,8.4,,72 min,Aire,8.0,['2018']
2153,,"['Drama', 'Thriller']",,tt9050268,6.3,,53 min,Sparta,15.0,['2018']
2154,,['Drama'],,tt8785160,,,106 min,Ishq Na Hove Rabba,,['2018']
2155,,['Comedy'],,tt6975598,8.4,,,Deep Murder,22.0,['2018']
2156,,['Thriller'],,tt7714510,7.3,,113 min,Zauberer,88.0,['2018']
2157,,['Drama'],,tt8983240,7.4,,112 min,Laatu,5.0,['2018']
2158,,"['Crime', 'Drama']",,tt8106588,6.9,,,Dead Women Walking,80.0,['2018']
2159,TV-G,"['Comedy', 'Drama', 'Family']",,tt9154566,6.4,,90 min,A Christmas Switch,184.0,['2018']
2160,,['Family'],,tt7313394,6.4,,,Noor Jahaan,76.0,['2018']
