,certificate,genre,gross,id,imdb_rating,metascore,runtime,title,votes,year
7117,,['Action'],,tt6773518,,,,The Run,,['2018']
7118,,['Drama'],,tt9207778,,,,Bella y Loca,,['2018']
7119,,['Comedy'],,tt8914362,5.2,,98 min,Nezih Bir Film,21.0,['2018']
7120,,['Sport'],,tt8489916,,,,Champion,,['2018']
7121,,"['Fantasy', 'History', 'Musical']",,tt7390122,,,57 min,Life is Fare,,['2018']
7122,,"['Comedy', 'Family']",,tt9172182,6.8,,95 min,Sinterklaas en de wakkere nachten,17.0,['2018']
7123,,['Comedy'],,tt7596704,,,65 min,Buy Sell Trade,,['2018']
7124,,['Drama'],,tt7391062,,,88 min,"I Want More, I Want Less",,['2018']
7125,,['Comedy'],,tt7724288,,,91 min,"Raleigh, I Kinda Like You",,['2018']
7126,,['Drama'],,tt9901352,,,60 min,Hamlet Poem Unlimited,,['2018']
7127,,,,tt9248966,,,117 min,Gatmat,,['2018']
7128,,['Drama'],,tt5722280,,,91 min,About an Age,,['2018']
7129,,['Comedy'],,tt8594732,8.5,,,Out On Stage (Movie Version),6.0,['2018']
7130,,['Thriller'],,tt6177454,,,140 min,Kabaddi,,['2018']
7131,,"['Drama', 'War']",,tt6673394,,,,Memoirs of a Sikh Soldier,,['2018']
7132,,['Drama'],,tt7847872,,,71 min,Unsaid,,['2018']
7133,,['Drama'],,tt8093306,,,108 min,The Falls,,['2018']
7134,,"['Comedy', 'Family']",,tt5618010,,,76 min,Bless Your Heart,,['2018']
7135,,['Drama'],,tt7705124,,,87 min,La distancia,,['2018']
7136,,['Musical'],,tt9030752,6.0,,83 min,Mitra,5.0,['2018']
7137,,['Thriller'],,tt8187194,,,,Capitol Murder,,['2018']
7138,,['Comedy'],,tt8297036,5.2,,86 min,Lend a hand,5.0,['2018']
7139,,['Comedy'],,tt9303696,6.1,,100 min,Tudo Acaba em Festa,7.0,['2018']
7140,,"['Crime', 'Horror', 'Thriller']",,tt8006034,,,102 min,Squatters,,['2018']
7141,,"['Crime', 'Drama', 'Mystery']",,tt9641092,,,103 min,Mount Hideaway Mysteries: Exes and Oh No's,,['2018']
7142,,['Drama'],,tt5596962,5.0,,94 min,Jahilya,21.0,['2018']
7143,,['Horror'],,tt8078958,,,,Mutants,,['2018']
7144,,['Comedy'],,tt6246006,,,,La Barberia,,['2018']
7145,,['Mystery'],,tt8669104,6.5,,124 min,Kaler Putul,17.0,['2018']
7146,,"['Comedy', 'Romance', 'Sci-Fi']",,tt7570134,8.7,,,Annette,25.0,['2018']
7147,,['Drama'],,tt7179654,,,57 min,Gottlieb,,['2018']
7148,,['Horror'],,tt5498892,,,100 min,Jack Versus Josephine,,['2018']
7149,,['Horror'],,tt7950484,,,,Hell Nurse,,['2018']
7150,TV-14,['Action'],,tt7657312,,,97 min,Infiltrators,,['2018']
7151,,"['Comedy', 'Horror']",,tt7296378,,,,There's No Such Thing as Zombies,,['2018']
7152,,['Drama'],,tt8708538,,,79 min,Jaywalking,,['2018']
7153,,['Drama'],,tt8212366,,,,Atrocity,,['2018']
7154,,['War'],,tt8035236,,,,Letters for Annie: Memories from World War II,,['2018']
7155,,['Comedy'],,tt9519398,,,82 min,Call It in the Air 2,,['2018']
7156,,['Drama'],,tt7937758,8.0,,101 min,Wherever You Are,5.0,['2018']
7157,,"['Comedy', 'Drama', 'Romance']",,tt7231758,,,,Jane & Finch,,
7158,,['Comedy'],,tt9204712,,,59 min,Larry the Dream Stealer,,['2018']
7159,,['Drama'],,tt9046118,,,82 min,Crimen por Omisión,,['2018']
7160,,['Drama'],,tt5351378,,,,Good Morning Sunshine,,['2018']
7161,,['Comedy'],,tt7779936,5.9,,109 min,"My Rival is Son-in-law, My Lover is Son-in-law",23.0,['2018']
7162,,['Thriller'],,tt8530796,,,105 min,Light in the Dark,,['2018']
7163,,['Drama'],,tt8665776,,,122 min,Naa Love Story,,['2018']
7164,,,,tt8269544,,,,Inside Out,,['2018']
7165,,['Drama'],,tt9248724,,,,Kannada Deshadol,,['2018']
7166,,['Action'],,tt9654830,,,,The Answer,,['2018']
7167,,['Fantasy'],,tt8840096,,,112 min,Christabel,,['2018']
7168,,['Drama'],,tt7391200,,,,El Ultimo Viaje,,['2018']
7169,,"['Sci-Fi', 'Thriller']",,tt8559614,,,100 min,YouChoose,,['2018']
7170,,['Mystery'],,tt8977120,,,72 min,Min Ort - A Ghost Story,,['2018']
7171,,"['Romance', 'Thriller']",,tt8163746,,,,Lolans,,['2018']
7172,,"['Action', 'Adventure', 'Comedy']",,tt7236626,,,88 min,When Africa Meets You,,['2018']
7173,,,,tt7623194,,,,When the Sky Fell Down: The Myth of Guy Bourdin,,['2018']
7174,,['Comedy'],,tt7507312,,,,Thanks for Vaselina,,['2018']
7175,,['Drama'],,tt9234930,,,62 min,My life rehearsed in one leg,,['2018']
7176,,,,tt5988012,9.8,,95 min,Eyes and Prize,5.0,['2018']
7177,,['Drama'],,tt4901334,,,,O que a noite rouba ao dia,,['2018']
7178,,"['Drama', 'Mystery']",,tt5811342,4.8,,,Namae,14.0,['2018']
7179,,"['Comedy', 'Horror']",,tt10052452,,,83 min,Jeremiah's Woods,,['2018']
7180,,,,tt9353802,,,,Be More Chill,,['2018']
7181,,"['Action', 'Drama', 'Thriller']",,tt4523698,,,90 min,On the Run,,['2018']
7182,,"['Comedy', 'Family', 'Horror']",,tt9024440,7.0,,50 min,A Meowy Halloween,14.0,['2018']
7183,,['Musical'],,tt10013634,,,150 min,Cinderella,,['2018']
7184,,"['Drama', 'Romance']",,tt7901572,5.0,,97 min,Jashne Deltangi,103.0,['2018']
7185,,['Drama'],,tt8014206,8.1,,,Bir Denizcinin Dogum Günü,15.0,['2018']
7186,,['Drama'],,tt8427480,,,,Ziprya,,['2018']
7187,,['Drama'],,tt5953222,,,85 min,72 Hours in Bangkok,,['2018']
7188,,['Crime'],,tt6980676,,,,Shaft 6,,['2018']
7189,,['Horror'],,tt9153006,7.1,,76 min,The Plague 3: The Road's End,11.0,['2018']
7190,,['Drama'],,tt8386480,,,,Bhor,,['2018']
7191,,['Comedy'],,tt9120458,,,51 min,The Morning After: Part One,,['2018']
7192,,['Horror'],,tt9546330,,,,Phee Toh Ra Sap,,['2018']
7193,,"['Animation', 'Drama', 'Horror']",,tt8800108,6.9,,102 min,O Bem-aventurado,10.0,['2018']
7194,,['Drama'],,tt8443672,,,,Kitchen Light,,['2018']
7195,,['Drama'],,tt6320974,,,,Jolted,,['2018']
7196,,['Drama'],,tt5181622,,,,Life Is Good,,['2018']
7197,,['Drama'],,tt7441108,,,,Bunker,,['2018']
7198,,"['Comedy', 'Family']",,tt6144460,6.4,,90 min,Smart Christmas,24.0,['2018']
7199,,"['Adventure', 'Comedy', 'Drama']",,tt6054468,,,80 min,The Art of Sitting Quietly and Doing Nothing,,['2018']
7200,,"['Action', 'Horror', 'Thriller']",,tt7188590,5.3,,,MANHUNT: KILL or be KILLED,13.0,['2018']
7201,,['Horror'],,tt9367926,,,,Quest of fear,,['2018']
7202,,['Drama'],,tt8237862,5.6,,88 min,Los buenos demonios,14.0,['2018']
7203,,"['Drama', 'Horror', 'Mystery']",,tt8184104,,,89 min,Ballet Blanc,,['2018']
7204,,['Drama'],,tt8587006,,,,Antorshotta,,['2018']
7205,,"['Comedy', 'Mystery', 'Romance']",,tt7024660,8.1,,120 min,Good Morning Pakistan,26.0,['2018']
7206,,"['Comedy', 'Drama', 'Sci-Fi']",,tt8506770,,,122 min,No.174: Destiny Rebellion,,['2018']
7207,,['Mystery'],,tt7241470,,,88 min,Die Liebe deines Lebens,,['2018']
7208,,['Action'],,tt8365306,,,,Relentless,,['2018']
7209,,['Drama'],,tt7917826,7.6,,,Unidad XV,5.0,['2018']
7210,,['Drama'],,tt8357334,,,92 min,Bagcik,,['2018']
7211,Not Rated,"['Action', 'Crime', 'Drama']",,tt4776870,4.8,,98 min,Road of Iniquity,5.0,['2018']
7212,,['Horror'],,tt8352082,,,,Undead,,['2018']
7213,,,,tt9353800,,,,Dear Evan Hansen Medley,,['2018']
7214,,['Drama'],,tt8633250,,,,Cavale,,['2018']
7215,,['Drama'],,tt8045604,,,,Vanishing Act,,['2018']
7216,,"['Comedy', 'Drama', 'Fantasy']",,tt9124244,6.6,,90 min,Hey!,19.0,['2018']
7217,,"['Drama', 'Horror', 'Mystery']",,tt9001594,,,65 min,Home,,['2018']
7218,,['Comedy'],,tt6080038,,,120 min,Life,,['2018']
7219,,['Drama'],,tt7194660,,,,Drifted,,['2018']
7220,,,,tt6998710,,,,Hollywood's Glass Ceiling: Women in Film,,
7221,,"['Drama', 'Thriller']",,tt7122922,,,,The Fly Away Girl,,['2018']
7222,,['Comedy'],,tt6398990,,,,Karaoke Knights,,['2018']
7223,,['Comedy'],,tt7355188,8.8,,87 min,Art Is Dead,11.0,['2018']
7224,,"['Comedy', 'Drama']",,tt7385546,,,90 min,Sugar Cube,,['2018']
7225,G,"['Animation', 'Adventure', 'Family']",,tt7804254,5.7,,77 min,Peixonauta: O Filme,19.0,['2018']
7226,,['Horror'],,tt7790040,3.0,,59 min,Dead by Christmas,36.0,['2018']
7227,,"['Action', 'Drama', 'Sci-Fi']",,tt8945080,,,,Last Breach,,['2018']
7228,,['Drama'],,tt8739208,4.7,,93 min,Autsajder,16.0,['2018']
7229,,['Thriller'],,tt9044072,,,95 min,Shinmashi,,['2018']
7230,,"['Drama', 'Family']",,tt7752906,,,125 min,The Forbidden,,['2018']
7231,,,,tt8456482,,,,Oh Gloria,,['2018']
7232,,['Sci-Fi'],,tt7917774,,,,Rogue,,['2018']
7233,,['Drama'],,tt6985424,,,,Chasing After You,,['2018']
7234,,,,tt8258560,,,96 min,El vent és això,,['2018']
7235,,['Drama'],,tt8758496,,,,Tryst With Destiny,,['2018']
7236,,['Animation'],,tt9424462,,,72 min,The Grump Who Stole Christmas,,['2018']
7237,,['Drama'],,tt6861078,,,108 min,Musk,,['2018']
7238,,"['Action', 'Drama']",,tt8559876,,,54 min,Recovery,,['2018']
7239,,['Drama'],,tt6672734,,,,Young & Alone,,['2018']
7240,,['Adventure'],,tt10005184,,,,Lysis,,['2018']
7241,,"['Drama', 'Horror', 'Mystery']",,tt5300680,,,79 min,Deja Vu: Doppelganger Capitolo Finale,,['2018']
7242,,['Drama'],,tt8119310,,,,Thorax,,['2018']
7243,,"['Drama', 'Thriller']",,tt5428782,,,,Slave,,['2018']
7244,,"['Action', 'Horror']",,tt2106699,,,88 min,The Killing House,,
7245,,['Drama'],,tt7610418,,,92 min,No Blood,,['2018']
7246,,"['Drama', 'Thriller']",,tt9212350,8.0,,73 min,The Return of the Storks,7.0,['2018']
7247,,"['Drama', 'Family']",,tt9289172,,,96 min,Yalu Malu Yalu 2,,['2018']
7248,,['Musical'],,tt8521424,,,,"Xtra, Xtra: Read All About It",,['2018']
7249,,['Drama'],,tt9056646,5.3,,80 min,Dar Vajhe Hamel,39.0,['2018']
7250,,"['Crime', 'Thriller']",,tt5355410,,,,Guilty Not Guilty,,['2018']
7251,,['Action'],,tt8785176,,,,Bhai Jaita,,['2018']
7252,,['Comedy'],,tt7638292,,,,Asphalt,,['2018']
7253,,"['Animation', 'Fantasy', 'Horror']",,tt8286670,5.4,,79 min,Aru Zonbi Shoujo no Sainan,21.0,['2018']
7254,,['Western'],,tt9196234,,,94 min,Prospectors The Forgiven,,['2018']
7255,,['Drama'],,tt8399698,4.7,,103 min,I Am Your Mom,21.0,['2018']
7256,,"['Action', 'Drama', 'Thriller']",,tt9537150,,,,Kotikokkadu,,['2018']
7257,,['Drama'],,tt8574170,5.0,,113 min,Deo pensyeon,6.0,['2018']
7258,,['Drama'],,tt7614838,,,,Road Trip,,['2018']
7259,,"['Crime', 'Mystery']",,tt9139660,6.1,,77 min,Punto Muerto,9.0,['2018']
7260,,['Drama'],,tt8110474,5.0,,77 min,Emma,10.0,['2018']
7261,,['Horror'],,tt8928500,,,93 min,Ashes,,['2018']
7262,,"['Comedy', 'Romance']",,tt8010518,4.9,,90 min,Sieu sao sieu ngo,37.0,['2018']
7263,,,,tt9526134,,,,Sekai de ichiban utsukushii mesu buta-chan,,['2018']
7264,,"['Horror', 'Thriller']",,tt8421946,,,80 min,Final Semester,,['2018']
7265,,['Musical'],,tt6795268,,,98 min,The Killer's Requiem,,['2018']
7266,,['Drama'],,tt8743140,,,,Unmaad,,['2018']
7267,,"['Drama', 'Romance']",,tt5711628,5.6,,,Uma,16.0,['2018']
7268,,['Comedy'],,tt8383036,,,79 min,The Firefly and the Bride,,['2018']
7269,,['Romance'],,tt9248848,,,,Pending love,,['2018']
7270,,['Mystery'],,tt8653596,,,74 min,On the blue canvas,,['2018']
7271,,"['Drama', 'Thriller']",,tt5705552,,,,Emotionless,,['2018']
7272,,"['Comedy', 'Crime']",,tt6214076,,,,Deadman's Barstool,,['2018']
7273,,"['Drama', 'Musical', 'Thriller']",,tt7241944,,,85 min,Melodrama/Random/Melbourne!,,['2018']
7274,,"['Comedy', 'Drama']",,tt7296634,,,72 min,The Tenant,,['2018']
7275,,"['Comedy', 'Romance']",,tt8343884,,,103 min,Surf This Love: Gelora Juara,,['2018']
7276,,['Drama'],,tt5159750,,,,T Race,,
7277,,,,tt9525696,,,,Jôyoku kaidan: Noroi no akajuban,,['2018']
7278,,"['Action', 'Adventure', 'Drama']",,tt3380766,,,105 min,King's Gambit,,['2018']
7279,,['Drama'],,tt8611064,7.4,,85 min,The Rib,8.0,['2018']
7280,,['Drama'],,tt9044650,,,,Bonus,,['2018']
7281,,['Romance'],,tt8941122,,,,Ashes to Ashes,,['2018']
7282,,"['Adventure', 'Biography', 'Drama']",,tt7809816,,,122 min,Henry V,,['2018']
7283,,['Thriller'],,tt8574516,,,,HashTag,,['2018']
7284,,['Drama'],,tt4534938,,,75 min,A Natural Disaster,,['2018']
7285,,"['Horror', 'Thriller']",,tt7906210,5.9,,82 min,Xuong 13,24.0,['2018']
7286,,"['Crime', 'Music']",,tt8463476,2.7,,90 min,Killed by Rock and Roll,66.0,['2018']
7287,,"['Comedy', 'Horror']",,tt9903952,,,87 min,BADMEN with a good behavior,,['2018']
7288,,['Sci-Fi'],,tt7565768,,,85 min,Autonomy,,['2018']
7289,,['Comedy'],,tt7148062,,,90 min,Ninna,,['2018']
7290,,"['Drama', 'Fantasy']",,tt8459220,7.2,,128 min,Kaitholachathan,6.0,['2018']
7291,,['Drama'],,tt8042310,,,,Kumki 2,,['2018']
7292,,['Comedy'],,tt8459332,,,,Ipitar,,['2018']
7293,,['Comedy'],,tt6298104,9.1,,112 min,Blue Jean Blues,16.0,['2018']
7294,,"['Short', 'Drama']",,tt9620748,,,6 min,Mut,,['2018']
7295,,['Drama'],,tt8717938,,,90 min,Sometimes Our Friends Come Over (and sometimes we're all alone),,['2018']
7296,,"['Comedy', 'Horror']",,tt8175920,,,100 min,Ghoul Scout Zombie Massacre,,['2018']
7297,,"['Drama', 'Family']",,tt8302256,,,82 min,Graduation,,['2018']
7298,,['Drama'],,tt8551784,,,,Kathor,,['2018']
7299,,"['Comedy', 'Mystery']",,tt2331584,,,60 min,Escombros,,['2018']
7300,,"['Comedy', 'Drama', 'Sci-Fi']",,tt8523116,,,,Dolmen X,,['2018']
7301,,['Thriller'],,tt9055158,,,82 min,Your Silent Past,,['2018']
7302,,['Drama'],,tt8120222,,,,Ascendance 3: Atonement,,['2018']
7303,,,,tt9675118,,,46 min,The Revospect Collection: Blue,,['2018']
7304,,['Drama'],,tt6138518,,,106 min,Lumière noire,,['2018']
7305,,"['Drama', 'Family']",,tt8442480,,,88 min,Under the Cover of Cloud,,['2018']
7306,,['Comedy'],,tt9899880,,,85 min,Columbus,,['2018']
7307,,['Comedy'],,tt8674158,6.2,,144 min,Brand Babu,46.0,['2018']
7308,,['Drama'],,tt8308556,7.8,,152 min,Gavthi,19.0,['2018']
7309,,['Comedy'],,tt7827808,8.3,,128 min,Awar Galb,17.0,['2018']
7310,,"['Comedy', 'Mystery', 'Thriller']",,tt4674594,,,90 min,Sya,,['2018']
7311,,['Comedy'],,tt9909650,,,95 min,Hellbiro,,['2018']
7312,,,,tt8620182,,,,Finders Keepers,,['2018']
7313,,['Drama'],,tt6102268,4.5,,,Sapo,14.0,['2018']
7314,,['Comedy'],,tt7547238,,,,The Zeroes 2,,['2018']
7315,Not Rated,['Action'],,tt7979374,,,,The Return of the Panther,,['2018']
7316,,"['Crime', 'Horror', 'Thriller']",,tt6867770,8.4,,95 min,The Nefarious Consortium,26.0,['2018']
7317,,['Comedy'],,tt8495626,5.2,,90 min,3 vakte kadar,236.0,['2018']
7318,,"['Horror', 'Thriller']",,tt9209662,8.0,,63 min,Cursed forest,27.0,['2018']
7319,,['Drama'],,tt7283050,,,,Ticket to Bollywood,,['2018']
7320,,['Action'],,tt6471474,,,,Survive or Die,,['2018']
7321,,['Drama'],,tt8420588,,,82 min,The Cotton Wool War,,['2018']
7322,,['Thriller'],,tt9453278,,,75 min,Teenagers Vs. The Horde,,['2018']
7323,,['Drama'],,tt7817018,,,120 min,De'Vyne,,['2018']
7324,,"['Crime', 'Drama', 'History']",,tt8426906,,,80 min,At Road's End,,['2018']
7325,,['Drama'],,tt7013450,,,94 min,Scenes from a Breakup,,['2018']
7326,,"['Drama', 'Thriller']",,tt8491012,,,,The Offering,,['2018']
7327,,"['Animation', 'Family']",,tt9574822,,,75 min,Pat a Mat znovu v akci,,['2018']
7328,,"['Drama', 'Romance']",,tt7897276,7.2,,112 min,Aadarei Mang,6.0,['2018']
7329,,"['Action', 'Drama']",,tt9174008,6.2,,90 min,"Utopía, La Película",5.0,['2018']
7330,,"['Comedy', 'Drama', 'Family']",,tt9690818,,,77 min,Tag Team Truckers,,['2018']
7331,,"['Drama', 'Thriller', 'War']",,tt5749698,6.3,,100 min,Das Milan-Protokoll,16.0,['2018']
7332,,"['Comedy', 'Drama']",,tt6567428,,,,Kolanji,,['2018']
7333,,"['Horror', 'Sci-Fi']",,tt7033092,,,60 min,The Five in Merseyside,,['2018']
7334,,['Crime'],,tt6181262,,,,Double Blind,,['2018']
7335,,['Drama'],,tt8665610,,,,Kay Zala Kalana,,['2018']
7336,,['Drama'],,tt7305198,,,70 min,The Departure,,['2018']
7337,,['Comedy'],,tt7875922,,,,Maganda! Pinoy Boy vs Milk Man,,['2018']
7338,,['Drama'],,tt7987926,,,,Perfectly Oblivious,,['2018']
7339,,['Horror'],,tt7362354,7.1,,80 min,Notte nuda,9.0,['2018']
7340,,['Horror'],,tt9215622,,,84 min,Arumi,,['2018']
7341,,['Drama'],,tt7438928,,,90 min,The Florist,,['2018']
7342,,"['Horror', 'Thriller']",,tt9356220,7.2,,,Seytan Geçidi Enhara,19.0,['2018']
7343,,,,tt7923222,6.3,,66 min,La obra secreta,9.0,['2018']
7344,,"['Action', 'Drama']",,tt3743246,,,119 min,#Victoria,,['2018']
7345,,['Action'],,tt7418394,,,,EL boxeador,,['2018']
7346,,['Drama'],,tt8800912,,,101 min,Beti,,['2018']
7347,,['Sci-Fi'],,tt8694390,,,,Dans la peau de Don Quichotte,,['2018']
7348,,"['Comedy', 'Drama']",,tt8329272,,,46 min,On the Fence,,['2018']
7349,,['Drama'],,tt7881546,,,,Ishq Uncensored,,['2018']
7350,,['Drama'],,tt7243756,8.3,,100 min,Project Papa,6.0,['2018']
7351,PG-13,"['Comedy', 'Sci-Fi']",,tt7145178,,,,Intruder,,['2018']
7352,,,,tt4944688,,,,De púrpura y escarlata,,['2018']
7353,,"['Adventure', 'Drama', 'Fantasy']",,tt8880026,,,,Heqiataharvac,,['2018']
7354,,"['Action', 'Crime']",,tt8097914,,,90 min,Secuestro,,['2018']
7355,,"['Comedy', 'Crime', 'Drama']",,tt7763516,,,,The Fiddle,,['2018']
7356,,['Comedy'],,tt7336396,,,122 min,Sreehalli,,['2018']
7357,,"['Fantasy', 'Horror', 'Romance']",,tt3462906,,,,Moonman,,['2018']
7358,,"['Comedy', 'Mystery', 'Thriller']",,tt7582722,,,70 min,I Know What You Did,,['2018']
7359,,"['Drama', 'Thriller']",,tt6966554,7.0,,84 min,The Carousel Never Stops Turning,14.0,['2018']
7360,,['Comedy'],,tt8150134,,,,Jaga Vegali Antyatra,,['2018']
7361,,,,tt2051958,,,90 min,Rebellious Children of the Unconscious,,['2018']
7362,,"['Adventure', 'Comedy']",,tt6869706,8.1,,114 min,Side A & Side B,16.0,['2018']
7363,,"['Drama', 'Thriller']",,tt4010036,,,90 min,Weapon,,['2018']
7364,,['Drama'],,tt9359028,,,117 min,Zindan halab,,['2018']
7365,,['Comedy'],,tt8962518,,,90 min,Te lo dico Pianissimo,,['2018']
7366,,['Drama'],,tt9440248,,,,Hamlet Shakespeare's Globe,,['2018']
7367,,['Drama'],,tt8856912,4.8,,,Miraculous Weapons,5.0,['2018']
7368,,['Thriller'],,tt5643994,,,,Silence,,['2018']
7369,,['Drama'],,tt8798318,,,,Dil Hona Chahida Jawan,,['2018']
7370,,"['Drama', 'Family', 'Mystery']",,tt7123960,,,70 min,Sin novedad,,['2018']
7371,,['Drama'],,tt8753742,,,104 min,Crazy Fishes,,['2018']
7372,,['Crime'],,tt5672554,,,,Die-O-Rama,,['2018']
7373,,['Drama'],,tt8054238,7.6,,142 min,Kinar,5.0,['2018']
7374,,['Thriller'],,tt8698076,,,,Seven Devils,,['2018']
7375,,['Drama'],,tt8208102,,,,Zhagaram,,['2018']
7376,,['Thriller'],,tt7712806,,,,Ma petite Sophie,,['2018']
7377,,"['Drama', 'Fantasy', 'History']",,tt7474430,7.7,,92 min,Le Portrait,10.0,['2018']
7378,,"['Drama', 'Thriller']",,tt9818154,,,104 min,The Dental Plan,,['2018']
7379,,['Drama'],,tt8566718,,,64 min,The Dog Killer's Trial,,['2018']
7380,,['Drama'],,tt8051416,,,,Noelle,,['2018']
7381,,,,tt8685672,,,,Aragne: Sign of Vermillion,,['2018']
7382,,['Drama'],,tt9140758,8.8,,93 min,Hills Without Names,21.0,['2018']
7383,,['Comedy'],,tt8814390,,,,Amigas de Sorte,,['2018']
7384,,"['Crime', 'Drama']",,tt9624760,,,93 min,Dogs in the House,,['2018']
7385,,['Drama'],,tt8820190,,,100 min,Life After,,['2018']
7386,,['Horror'],,tt8371870,,,48 min,The Numbers,,['2018']
7387,,"['Comedy', 'Fantasy']",,tt9215778,,,77 min,Demon Catcher,,['2018']
7388,,['Horror'],,tt9291476,,,61 min,Welcome to the Strange,,['2018']
7389,,['Thriller'],,tt7941422,,,,Among Them,,['2018']
7390,,"['Crime', 'Horror']",,tt8709364,,,82 min,Murder Box,,['2018']
7391,,['Drama'],,tt5541058,,,95 min,"Love, Unemployed",,['2018']
7392,,['Drama'],,tt9124378,,,61 min,Divided We Fall: A Story of Redemption,,['2018']
7393,,['Drama'],,tt8146834,,,82 min,Gemina Vitae,,['2018']
7394,,"['Drama', 'Family', 'Music']",,tt7724516,7.0,,105 min,Mes frères,6.0,['2018']
7395,,['Action'],,tt8580242,,,,Clean Slate,,['2018']
7396,,"['Crime', 'Horror', 'Mystery']",,tt7391958,,,87 min,The Lost Footage of Leah Sullivan,,['2018']
7397,,['Drama'],,tt6743338,,,90 min,Ultime Révolte,,['2018']
7398,,['Drama'],,tt8540608,9.4,,85 min,Bahasha - The Envelope,5.0,['2018']
7399,,"['Mystery', 'Thriller']",,tt4759366,7.2,,,Higher Methods,8.0,['2018']
7400,,"['Comedy', 'Drama', 'Fantasy']",,tt6951946,,,73 min,Portrait of a Knight,,['2018']
7401,,['Drama'],,tt9105734,,,65 min,Party Piet Pablo en de Gestolen Cadeaus,,['2018']
7402,,,,tt9389574,,,54 min,For Anthony,,['2018']
7403,,['Drama'],,tt8707828,,,,The Abduction of Emmalyn Rose,,['2018']
7404,,['Drama'],,tt8860658,,,51 min,The Nothing Man,,['2018']
7405,,"['Comedy', 'Drama']",,tt8024730,,,146 min,Jeunesse aux coeurs ardents,,['2018']
7406,,['Thriller'],,tt9165668,,,85 min,Cut-Out Girls,,['2018']
7407,,,,tt8693072,,,87 min,Witz,,['2018']
7408,,"['Drama', 'Fantasy', 'Thriller']",,tt7869478,,,100 min,The Last Koan,,['2018']
7409,,"['Drama', 'Horror', 'Thriller']",,tt8883660,,,94 min,"You Die - Get the app, then die",,['2018']
7410,,['Drama'],,tt5685664,9.0,,94 min,In the Wake of Ire,9.0,['2018']
7411,,['Drama'],,tt8690886,8.3,,45 min,Ffffffffffffffff,20.0,['2018']
7412,,['Drama'],,tt8210332,,,,End of the Road,,['2018']
7413,,['Thriller'],,tt8665648,,,,Antony,,['2018']
7414,,['Drama'],,tt7025370,7.7,,48 min,You,11.0,['2018']
7415,,"['Comedy', 'Romance']",,tt5607038,6.0,,,Todo Clichê do Amor,24.0,['2018']
7416,,,,tt9717144,5.2,,80 min,I nomi del signor Sulcic,6.0,['2018']
7417,,['Drama'],,tt7156764,,,,It Just Came Out,,['2018']
7418,,['Thriller'],,tt5280308,8.1,,102 min,Downup the Exit 796,15.0,['2018']
7419,,"['Drama', 'Romance', 'Thriller']",,tt7143602,,,62 min,Love Dream,,['2018']
7420,,['Comedy'],,tt8742090,,,,Movie Kiss Moment,,['2018']
7421,,['Drama'],,tt8936590,,,,Aathavanichi Sawali,,['2018']
7422,,"['Horror', 'Thriller']",,tt7842716,,,,Woolyburger,,['2018']
7423,,"['Drama', 'Horror', 'Thriller']",,tt7989520,8.4,,99 min,The Branded: Initiation,5.0,['2018']
7424,TV-PG,"['Action', 'Drama']",,tt6116830,,,73 min,Survival,,[]
7425,,,,tt7323260,,,,O Holy Knight,,['2018']
7426,,['Horror'],,tt7974444,2.4,,,Conducta animal,5.0,['2018']
7427,,"['Drama', 'Sport']",,tt7424824,,,,Zuzel,,['2018']
7428,,['Crime'],,tt8334328,,,,Idi Prema Katha Kadu,,['2018']
7429,,['Horror'],,tt8647254,,,,The Plague Rages,,['2018']
7430,,['Drama'],,tt8387002,,,92 min,Indigo,,['2018']
7431,,['Comedy'],,tt8420254,,,73 min,Bo McGraw & The Legend of the Alabama Bigfoot,,['2018']
7432,,['Thriller'],,tt6398994,,,,Failing Grace,,['2018']
7433,,['Drama'],,tt8883658,5.8,,,Casa Propia,8.0,['2018']
7434,,"['Action', 'Comedy']",,tt9515914,,,90 min,Awang Gerudi,,['2018']
7435,,['Drama'],,tt8302378,,,,Kottayam kurbana,,['2018']
7436,,"['Biography', 'Drama', 'History']",,tt8254292,,,,Yan'an,,
7437,,"['Comedy', 'Drama', 'Romance']",,tt8374200,2.9,,92 min,Eshghulance,32.0,['2018']
7438,,['Comedy'],,tt8129968,,,126 min,Frankly a Mess,,['2018']
7439,,['Sport'],,tt8093028,,,,Northpaw,,
7440,,['Horror'],,tt7978638,,,116 min,Frat House Massacre,,['2018']
7441,,['Comedy'],,tt8212142,7.4,,,Kohalpur Express,9.0,['2018']
7442,,['Horror'],,tt7554990,,,,In the Blood,,
7443,,['Horror'],,tt8968484,5.9,,,Halloween Hell Night,28.0,['2018']
7444,,['Sci-Fi'],,tt6535678,,,,Lady Luck,,['2018']
7445,Not Rated,['Drama'],,tt8665816,4.1,,90 min,Shobdo Kolpo Droom,8.0,['2018']
7446,,['Drama'],,tt6678876,7.2,,98 min,Meio Irmão,5.0,['2018']
7447,,['Horror'],,tt8855888,8.1,,93 min,Lady Belladonna's Tales From The Inferno,8.0,['2018']
7448,,"['Drama', 'Sci-Fi']",,tt2265630,,,102 min,Project Evolution,,['2018']
7449,,['Drama'],,tt8297824,4.4,,112 min,"Love, Boyden",5.0,['2018']
7450,,['Drama'],,tt7457232,7.4,,94 min,The Five Provocations,10.0,['2018']
7451,,"['Drama', 'Fantasy', 'Thriller']",,tt9085540,,,127 min,Abraham,,['2018']
