,certificate,genre,gross,imdb_rating,metascore,runtime,title,votes,year
545,R,"['Animation', 'Action', 'Adventure']",,6.8,,78 min,Batman: Gotham by Gaslight,9996.0,2018
546,,"['Action', 'Romance', 'Sci-Fi']",,6.6,,129 min,The Unthinkable,3930.0,2018
547,,['Drama'],2813.0,4.2,48.0,104 min,State Like Sleep,446.0,2018
548,Not Rated,"['Adventure', 'Comedy', 'Fantasy']",,6.8,,107 min,Abnormal Attraction,1601.0,2018
549,Not Rated,"['Comedy', 'Drama']",21456.0,5.3,71.0,86 min,Tyrel,511.0,2018
550,,['Drama'],47762.0,7.1,78.0,94 min,Styx,652.0,2018
551,TV-G,['Mystery'],,5.5,,90 min,Love at Sea,494.0,2018
552,PG-13,['Drama'],,7.2,,108 min,The Favorite,129.0,2018
553,PG,"['Adventure', 'Comedy', 'Family']",17744685.0,3.6,31.0,92 min,Show Dogs,3307.0,2018
554,PG-13,"['Comedy', 'Fantasy', 'Romance']",,5.9,,106 min,Status Update,2533.0,2018
555,R,"['Action', 'Crime', 'Drama']",,3.6,,89 min,Beast of Burden,2100.0,2018
556,,"['Action', 'Comedy', 'Drama']",85624.0,6.3,,101 min,Dai si hing,1111.0,2018
557,R,"['Action', 'Crime', 'Mystery']",,5.3,,86 min,Distorted,4986.0,2018
558,Not Rated,"['Action', 'Drama', 'Thriller']",,7.8,,138 min,Raazi,17032.0,2018
559,Not Rated,"['Drama', 'History', 'Romance']",11846060.0,7.0,63.0,164 min,Padmaavat,22567.0,2018
560,,['Thriller'],,4.5,,91 min,Edge of Fear,1100.0,2018
561,Not Rated,"['Drama', 'Romance']",,7.6,,115 min,October,9835.0,2018
562,PG-13,"['Sci-Fi', 'Thriller']",,6.2,,88 min,UFO,5665.0,2018
563,,"['Horror', 'Thriller']",,3.6,,92 min,Paranormal Investigation,205.0,2018
564,,['Drama'],,7.7,76.0,137 min,Grâce à Dieu,775.0,2018
565,R,"['Comedy', 'Crime', 'Fantasy']",,4.5,61.0,83 min,Slice,1899.0,2018
566,,"['Drama', 'Horror', 'Mystery']",,6.4,,,The Lie,45.0,2018
567,,"['Animation', 'Adventure', 'Comedy']",1867514.0,5.9,,89 min,Racetime,113.0,2018
568,,"['Animation', 'Action', 'Fantasy']",,7.1,,99 min,The Seven Deadly Sins: Prisoners of the Sky,1388.0,2018
569,Not Rated,"['Animation', 'Action', 'Adventure']",789170.0,6.5,,97 min,Pokémon the Movie: The Power of Us,733.0,2018
570,TV-MA,"['Action', 'Thriller']",,5.8,,97 min,Darc,2755.0,2018
571,,['Drama'],,7.1,84.0,108 min,Ray & Liz,311.0,2018
572,TV-PG,"['Crime', 'Drama', 'Family']",,6.4,53.0,87 min,Benji,2609.0,2018
573,,"['Drama', 'Horror', 'Sci-Fi']",,7.2,,,Starfish,84.0,2018
574,Not Rated,['Comedy'],,6.0,57.0,98 min,The Festival,2948.0,2018
575,TV-MA,"['Horror', 'Thriller']",,4.4,,84 min,All Light Will End,802.0,2018
576,,"['Drama', 'Romance']",901131.0,5.9,,116 min,Kedarnath,3674.0,2018
577,R,"['Action', 'Adventure', 'Fantasy']",,4.1,25.0,91 min,Viking Destiny,585.0,2018
578,Unrated,"['Horror', 'Thriller']",,5.5,54.0,77 min,Pledge,1061.0,2018
579,,"['Drama', 'Romance']",,6.9,,90 min,Mi mejor amigo,676.0,2018
580,TV-MA,"['Drama', 'War']",,6.9,,123 min,The Resistance Banker,4401.0,2018
581,,"['Action', 'Drama', 'Horror']",,3.8,,83 min,The Thinning: New World Order,1404.0,2018
582,,"['Action', 'Crime', 'Drama']",,6.2,,110 min,Ulysses: A Dark Odyssey,386.0,2018
583,Not Rated,"['Crime', 'Drama', 'Mystery']",,6.2,,113 min,Fleuve noir,1380.0,2018
584,,['Thriller'],,6.7,78.0,100 min,Nommer 37,161.0,2018
585,TV-MA,['Comedy'],,5.5,,129 min,Yucatán,877.0,2018
586,PG-13,"['Drama', 'Family']",1379357.0,4.6,40.0,112 min,Little Women,523.0,2018
587,Not Rated,"['Comedy', 'Music']",,5.8,,120 min,The After Party,2942.0,2018
588,R,"['Drama', 'Thriller']",,5.4,58.0,117 min,Asher,1180.0,2018
589,TV-MA,"['Drama', 'Music', 'Romance']",,6.0,,95 min,Battle,2250.0,2018
590,TV-MA,"['Drama', 'Romance']",,5.2,46.0,90 min,Cruise,538.0,2018
591,,['Comedy'],,6.4,,98 min,Je ne suis pas un homme facile,8365.0,2018
592,TV-MA,"['Biography', 'Drama']",,7.4,,100 min,On My Skin: The Last Seven Days of Stefano Cucchi,4240.0,2018
593,,"['Action', 'Comedy', 'History']",,3.9,,104 min,Bing feng: Yong heng zhi men,384.0,2018
594,,['Comedy'],,5.9,,80 min,Airplane Mode,73.0,2018
595,R,"['Comedy', 'Crime', 'Drama']",61271.0,6.0,62.0,85 min,Never Goin' Back,1418.0,2018
596,,"['Drama', 'Romance', 'Sport']",,7.5,,124 min,Mario,1421.0,2018
597,R,['Comedy'],4667.0,6.0,64.0,90 min,The Long Dumb Road,1204.0,2018
598,R,['Drama'],236799.0,6.8,72.0,106 min,Skate Kitchen,2053.0,2018
599,,['Thriller'],,4.5,,90 min,Pimped,199.0,2018
600,TV-MA,"['Adventure', 'Drama', 'Romance']",,4.9,,91 min,Solo,1386.0,2018
601,,['Comedy'],,4.6,,93 min,Swiped,610.0,2018
602,,"['Fantasy', 'Horror', 'Romance']",,4.3,,90 min,The Mermaid: Lake of the Dead,579.0,2018
603,R,['Drama'],173242.0,6.4,66.0,105 min,To Dust,151.0,2018
604,PG,['Drama'],5728940.0,4.4,33.0,105 min,God's Not Dead: A Light in Darkness,2442.0,2018
605,Not Rated,['Drama'],,5.7,,80 min,Dark Was the Night,242.0,2018
606,PG-13,"['Comedy', 'Romance']",2593029.0,6.3,,93 min,Qué León,125.0,2018
607,,['Drama'],,6.6,,107 min,Farming,59.0,2018
608,PG-13,"['Horror', 'Sci-Fi']",,5.3,,94 min,Seven in Heaven,1139.0,2018
609,R,['Western'],,5.2,,99 min,Gone Are the Days,600.0,2018
610,R,"['Crime', 'Thriller']",,5.4,,96 min,Bent,3258.0,2018
611,TV-14,['Drama'],,5.9,65.0,106 min,Come Sunday,1451.0,2018
612,TV-MA,['Action'],,6.6,,85 min,Amazon Hot Box,1022.0,2018
613,,"['Biography', 'Drama', 'Romance']",,6.7,,135 min,Un amour impossible,275.0,2018
614,,"['Action', 'Comedy', 'Horror']",,6.4,,92 min,Office Uprising,6187.0,2018
615,R,"['Drama', 'History', 'Romance']",186596.0,8.0,43.0,112 min,The Iron Orchard,65.0,2018
616,,"['Action', 'Drama', 'Thriller']",1543547.0,6.8,,142 min,Hong hai xing dong,4282.0,2018
617,TV-MA,['Thriller'],,6.3,,126 min,La sombra de la ley,1858.0,2018
618,,"['Action', 'Drama', 'Thriller']",6511.0,5.2,50.0,98 min,Bullitt County,234.0,2018
619,,"['Horror', 'Thriller']",,3.8,,95 min,The Toybox,1203.0,2018
620,,['Comedy'],,7.1,,100 min,Mi obra maestra,1566.0,2018
621,,['Action'],,6.7,48.0,102 min,Buffalo Boys,435.0,2018
622,TV-MA,"['Action', 'Adventure', 'Horror']",,4.5,,90 min,7 Guardians of the Tomb,2588.0,2018
623,TV-MA,['Horror'],,6.0,,110 min,Sebelum Iblis Menjemput,2056.0,2018
624,,"['Action', 'Comedy', 'Crime']",,6.7,,91 min,Nicky Larson et le parfum de Cupidon,526.0,2018
625,,['Thriller'],,5.5,,102 min,Cola de Mono,227.0,2018
626,PG,"['Animation', 'Adventure', 'Comedy']",,5.7,,91 min,Duck Duck Goose,2185.0,2018
627,,"['Comedy', 'Horror']",,7.0,84.0,118 min,In Fabric,531.0,2018
628,TV-MA,"['Drama', 'Thriller']",,5.4,,91 min,When Angels Sleep,1750.0,2018
629,,"['Comedy', 'Drama']",,7.0,,92 min,The Extraordinary Journey of the Fakir,3327.0,2018
630,R,['Comedy'],,5.2,37.0,90 min,Social Animals,884.0,2018
631,Not Rated,"['Drama', 'Fantasy', 'Mystery']",,5.0,,96 min,Still,443.0,2018
632,Not Rated,"['Action', 'Drama', 'History']",472166.0,7.0,,136 min,The Great Battle,1296.0,2018
633,TV-MA,"['Crime', 'Drama', 'Mystery']",,5.5,,103 min,Perdida,2377.0,2018
634,TV-MA,"['Action', 'Sci-Fi']",,6.0,,139 min,Inrang,2257.0,2018
635,,"['Comedy', 'Drama']",,6.3,67.0,95 min,After Everything,440.0,2018
636,Not Rated,"['Action', 'Mystery']",,7.0,,125 min,Manyeo,877.0,2018
637,Unrated,"['Drama', 'Mystery', 'Thriller']",183537.0,6.4,76.0,93 min,Madeline's Madeline,2181.0,2018
638,R,"['Biography', 'Drama', 'Thriller']",,6.7,,108 min,Driven,110.0,2018
639,Not Rated,['Comedy'],,5.2,55.0,88 min,The Unicorn,325.0,2018
640,R,"['Horror', 'Mystery']",,5.7,45.0,111 min,Boarding School,1903.0,2018
641,,"['Drama', 'Romance']",,6.6,,120 min,Lust Stories,7451.0,2018
642,,"['Horror', 'Mystery', 'Thriller']",,6.1,,70 min,Luz,316.0,2018
643,Not Rated,"['Action', 'Comedy', 'Drama']",,7.2,,134 min,Pataakha,2401.0,2018
644,Unrated,['Thriller'],,4.9,,103 min,Welcome to Mercy,403.0,2018
645,TV-MA,"['Horror', 'Thriller']",,4.2,,92 min,Family Blood,1630.0,2018
646,,"['Biography', 'Drama']",,7.4,,112 min,Manto,2398.0,2018
647,Not Rated,"['Action', 'Drama']",,7.0,,153 min,Rx 100,1301.0,2018
648,,"['Animation', 'Biography']",,7.3,,85 min,Another Day of Life,579.0,2018
649,TV-14,['Thriller'],,5.8,,,The Perfect Mother,96.0,2018
650,,"['Horror', 'Thriller']",,4.5,,87 min,The Witch Files,483.0,2018
651,,"['Drama', 'Romance']",,8.8,,158 min,96,10168.0,2018
652,Not Rated,['Action'],107018.0,5.7,,119 min,Take Point,356.0,2018
653,R,['Horror'],,6.0,,119 min,Nightmare Cinema,150.0,2018
654,,['Drama'],65053.0,6.9,77.0,98 min,Las herederas,1612.0,2018
655,,['Drama'],,5.6,67.0,106 min,The Mountain,210.0,2018
656,Not Rated,['Action'],,3.6,,102 min,Outlawed,244.0,2018
657,,['Crime'],,8.4,,130 min,Juzni vetar,6573.0,2018
658,Not Rated,"['Action', 'Crime', 'Thriller']",,8.8,,170 min,Ratsasan,9685.0,2018
659,,"['Action', 'Horror', 'Thriller']",,4.3,,83 min,Aux,187.0,2018
660,,['Drama'],,7.5,,122 min,Love Sonia,681.0,2018
661,TV-MA,"['Comedy', 'Drama', 'Romance']",,7.6,,100 min,Dear Ex,1538.0,2018
662,Not Rated,['Drama'],5312.0,5.0,42.0,90 min,Postcards from London,562.0,2018
663,,['Drama'],,6.1,,,The Pretenders,32.0,2018
664,,"['Comedy', 'Fantasy', 'Horror']",,8.0,,150 min,Awe!,1940.0,2018
665,,['Drama'],,7.1,,129 min,Genèse,145.0,2018
666,Not Rated,"['Mystery', 'Sci-Fi', 'Thriller']",,6.0,,82 min,Beyond The Sky,2843.0,2018
667,,"['Comedy', 'Fantasy']",,6.2,82.0,91 min,Relaxer,190.0,2018
668,,['Drama'],,5.1,,120 min,High Society,199.0,2018
669,PG-13,['Comedy'],,5.4,,108 min,Step Sisters,3252.0,2018
670,,['Drama'],,7.0,,98 min,Nos batailles,583.0,2018
671,PG-13,['Drama'],,5.7,,103 min,The Honor List,370.0,2018
672,,['Drama'],,6.8,,91 min,Monster,50.0,2018
673,,['Drama'],,7.5,,98 min,Blindsone,337.0,2018
674,Not Rated,"['Drama', 'Mystery', 'Thriller']",80115.0,6.2,67.0,85 min,Nancy,1577.0,2018
675,,"['Comedy', 'Drama']",,4.5,,108 min,At the End of the Day,102.0,2018
676,,"['Crime', 'Drama']",148505.0,7.1,87.0,128 min,Museo,3037.0,2018
677,,"['Crime', 'Drama', 'Thriller']",,6.6,,137 min,Baazaar,2975.0,2018
678,TV-MA,"['Crime', 'Drama', 'Mystery']",,6.2,36.0,111 min,Bayou Caviar,896.0,2018
679,,['Drama'],,8.7,,,El Chicano,40.0,2018
680,,['Drama'],,6.0,,121 min,Un peuple et son roi,464.0,2018
681,,"['Comedy', 'Drama']",,5.5,,97 min,Swinging Safari,1331.0,2018
682,R,"['Comedy', 'Drama']",703438.0,4.6,50.0,104 min,Boundaries,1484.0,2018
683,,"['Drama', 'Romance']",,5.2,,90 min,Ascharyachakit!,306.0,2018
684,,['Action'],,2.2,,95 min,Opposite The Opposite Blood,21.0,2018
685,Not Rated,"['Comedy', 'Romance']",,7.1,,138 min,Sonu Ke Titu Ki Sweety,15570.0,2018
686,R,['Action'],,4.3,,92 min,I Am Vengeance,848.0,2018
687,TV-MA,['Drama'],,7.3,68.0,97 min,Soni,1217.0,2018
688,PG-13,"['Comedy', 'Drama']",,6.2,53.0,100 min,Measure of a Man,564.0,2018
689,,['Comedy'],,4.7,,85 min,Hurricane Bianca: From Russia with Hate,1530.0,2018
690,,['Drama'],,6.7,71.0,85 min,1985,765.0,2018
691,TV-MA,"['Action', 'Horror', 'Thriller']",,5.2,,94 min,Corbin Nash,4182.0,2018
692,Not Rated,"['Drama', 'Horror']",,5.8,,77 min,The Witch in the Window,1851.0,2018
693,TV-14,"['Comedy', 'Romance']",,7.2,,133 min,Love Per Square Foot,5591.0,2018
694,R,['Horror'],,4.9,,106 min,Primal Rage: The Legend of Konga,2061.0,2018
695,,['Comedy'],,3.0,,98 min,Alad'2,404.0,2018
696,TV-MA,"['Crime', 'Drama', 'Fantasy']",,5.9,,92 min,El aviso,3278.0,2018
697,R,"['Action', 'Sci-Fi']",,4.6,32.0,96 min,Scorched Earth,2307.0,2018
698,,['Thriller'],,6.1,,,Nightmare Tenant,35.0,2018
699,,"['Comedy', 'Crime', 'Drama']",,6.6,,108 min,En liberté!,1019.0,2018
700,,['Horror'],,2.7,,80 min,The Nun,435.0,2018
701,,"['Action', 'Comedy']",,5.1,,92 min,Better Start Running,387.0,2018
702,TV-14,"['Adventure', 'Comedy', 'Drama']",,5.5,49.0,83 min,The Legacy of a Whitetail Deer Hunter,2784.0,2018
703,Not Rated,"['Drama', 'Sci-Fi', 'Thriller']",,8.1,,89 min,Twisted Pair,469.0,2018
704,,['Comedy'],,8.8,,79 min,1st Born,22.0,2018
705,R,"['Comedy', 'Drama', 'Romance']",,6.5,82.0,108 min,Double Lives,963.0,2018
706,Not Rated,"['Fantasy', 'Horror', 'Thriller']",,4.2,,80 min,The Nanny,638.0,2018
707,,"['Drama', 'Horror']",,3.8,,80 min,Nazi Undead,135.0,2018
708,,"['Animation', 'Adventure', 'Drama']",,7.5,72.0,115 min,Sayonara no asa ni yakusoku no hana o kazarô,1610.0,2018
709,TV-MA,"['Drama', 'Mystery', 'Thriller']",,5.0,,82 min,White Orchid,431.0,2018
710,,"['Horror', 'Thriller']",,4.6,,111 min,The Appearance,650.0,2018
711,R,"['Drama', 'Romance']",,4.6,,93 min,Kinky,92.0,2018
712,Not Rated,"['Adventure', 'History', 'Sci-Fi']",,4.3,,104 min,Stargate Origins: Catherine,270.0,2018
713,PG-13,"['Drama', 'Sci-Fi', 'Thriller']",,6.2,56.0,100 min,Fast Color,72.0,2018
714,,"['Comedy', 'Drama', 'Family']",,5.2,,90 min,A Snow White Christmas,233.0,2018
715,,"['Action', 'Comedy', 'Family']",,2.4,,87 min,Avengers of Justice: Farce Wars,177.0,2018
716,,"['Drama', 'Romance']",,7.9,,117 min,The Hows of Us,2088.0,2018
717,TV-MA,['Drama'],,5.9,66.0,74 min,6 Balloons,2822.0,2018
718,R,"['Comedy', 'Crime']",2059945.0,7.3,63.0,127 min,La chute de l'empire américain,399.0,2018
719,R,"['Action', 'Drama']",,4.9,,85 min,The Marine 6: Close Quarters,656.0,2018
720,,['Comedy'],,5.7,44.0,90 min,Birthmarked,2056.0,2018
721,Unrated,['Horror'],,5.2,48.0,76 min,The Devil's Doorway,1857.0,2018
722,,['Drama'],91924.0,6.4,76.0,84 min,Le livre d'image,1067.0,2018
723,Not Rated,"['Action', 'Drama']",,7.2,,163 min,Sarkar,10454.0,2018
724,,"['Comedy', 'Romance']",,6.9,,136 min,An Unexpected Love,685.0,2018
725,TV-MA,"['Drama', 'Horror', 'Sci-Fi']",,5.7,,83 min,Astral,2588.0,2018
726,PG-13,['Horror'],,8.0,,83 min,I'll Take Your Dead,305.0,2018
727,,"['Drama', 'Thriller']",,6.3,,111 min,Frères ennemis,500.0,2018
728,Not Rated,"['Action', 'Adventure', 'Drama']",,2.2,,88 min,End of the World,204.0,2018
729,Not Rated,"['Horror', 'Mystery']",115252.0,6.1,,95 min,Gon-ji-am,2312.0,2018
730,,"['Drama', 'Family']",,5.0,,89 min,Never Heard,262.0,2018
731,,['Horror'],,6.8,,95 min,Bloodline,39.0,2018
732,TV-14,['Comedy'],,5.8,,92 min,Candy Jar,3172.0,2018
733,R,"['Comedy', 'Romance']",,4.6,49.0,94 min,Half Magic,855.0,2018
734,,['Romance'],,7.9,,137 min,Sammohanam,857.0,2018
735,Not Rated,"['Action', 'Adventure', 'Fantasy']",,4.7,,101 min,Za granyu realnosti,1799.0,2018
736,,['Romance'],,6.3,,97 min,Not Cinderella's Type,1409.0,2018
737,TV-MA,"['Action', 'Sci-Fi', 'Thriller']",,3.3,,89 min,Incoming,1013.0,2018
738,R,"['Drama', 'Thriller']",32427.0,4.9,40.0,102 min,An Acceptable Loss,330.0,2018
739,,"['Comedy', 'Drama']",,7.0,,101 min,The Cake General,2164.0,2018
740,R,"['Action', 'Sci-Fi', 'Thriller']",8234245.0,5.3,,93 min,Higher Power,2068.0,2018
741,Not Rated,['Drama'],,6.2,,112 min,Jalebi,1166.0,2018
742,R,['Drama'],,3.8,,90 min,Dirty Dealing 3D,128.0,2018
743,,"['Horror', 'Thriller']",,2.3,,77 min,Romina,1247.0,2018
744,R,['Drama'],59130.0,5.6,57.0,109 min,Viper Club,335.0,2018
745,TV-MA,['Drama'],,7.0,63.0,95 min,Snapshots,557.0,2018
746,,"['Drama', 'Romance']",,6.8,,99 min,Adolescence,11.0,2018
747,TV-MA,"['Horror', 'Thriller']",,3.9,,86 min,The School,357.0,2018
748,,['Drama'],,7.5,,162 min,Lykke-Per,629.0,2018
749,,"['Drama', 'Romance']",,7.9,,142 min,Geetha Govindam,5281.0,2018
750,Unrated,"['Drama', 'Thriller']",,4.1,,90 min,#SquadGoals,286.0,2018
751,PG-13,"['Comedy', 'Sci-Fi']",,6.4,,105 min,Unbelievable!!!!!,17.0,2018
752,Not Rated,"['Action', 'Adventure', 'Horror']",,3.7,,86 min,The Jurassic Games,1417.0,2018
753,,"['Drama', 'Romance']",,7.3,,115 min,One Great Love,18.0,2018
754,,"['Action', 'Adventure', 'History']",,6.2,,92 min,Robin Hood: The Rebellion,2848.0,2018
755,,['Biography'],,7.1,,100 min,Loro 2,1939.0,2018
756,,"['Comedy', 'Horror', 'Sci-Fi']",,6.7,,,Nekrotronic,78.0,2018
757,,"['Comedy', 'Drama', 'Romance']",,6.3,64.0,75 min,L'homme fidèle,294.0,2018
758,Not Rated,"['Action', 'Thriller']",,7.8,,147 min,Goodachari,5175.0,2018
759,,"['Animation', 'Action', 'Adventure']",,4.9,,91 min,Gojira: hoshi wo kû mono,2081.0,2018
760,R,['Drama'],,4.8,,86 min,Maine,256.0,2018
761,Not Rated,"['Action', 'Thriller']",178471.0,5.8,68.0,127 min,BuyBust,1144.0,2018
762,,"['Comedy', 'Drama', 'Romance']",,6.3,,97 min,Her Side of the Bed,64.0,2018
763,Not Rated,['Horror'],,4.9,35.0,97 min,The Amityville Murders,481.0,2018
764,R,['Drama'],,7.3,,111 min,American Woman,62.0,2018
765,R,"['Drama', 'Thriller']",,5.3,,90 min,Warning Shot,775.0,2018
766,Not Rated,"['Comedy', 'Romance']",4215.0,6.3,60.0,102 min,Stella's Last Weekend,349.0,2018
767,,['Drama'],,7.6,,86 min,Rosie,157.0,2018
768,Not Rated,['Drama'],,7.0,,125 min,In den Gängen,2358.0,2018
769,,['Action'],,3.6,,80 min,SuperGrid,114.0,2018
770,,['Comedy'],,5.0,74.0,90 min,Egg,207.0,2018
771,,['Drama'],,7.2,,95 min,Sibel,644.0,2018
772,,['Thriller'],,7.9,,,Darker Than Night,38.0,2018
773,R,['Comedy'],,3.9,,86 min,Little Bitches,552.0,2018
774,,"['Horror', 'Thriller']",,3.1,,95 min,Ouija House,497.0,2018
775,,"['Action', 'Comedy', 'Crime']",,5.3,,90 min,Toy Gun,156.0,2018
776,Not Rated,"['Action', 'Crime', 'Thriller']",109856.0,6.5,,114 min,The Negotiation,670.0,2018
777,,"['Sci-Fi', 'Thriller']",,4.6,,93 min,Beyond White Space,607.0,2018
778,TV-MA,"['Drama', 'Sport', 'Thriller']",,7.8,,98 min,Glass Jaw,3474.0,2018
779,Not Rated,['Action'],,4.4,,107 min,Point Man,271.0,2018
780,,"['Drama', 'Music', 'Romance']",,6.4,,105 min,Viena and the Fantomes,29.0,2018
781,,['Sci-Fi'],,3.8,,89 min,Encounter,223.0,2018
782,,['Drama'],,1.5,,120 min,The Trump Prophecy,828.0,2018
783,,"['Comedy', 'Drama', 'History']",,7.5,,110 min,Edmond,389.0,2018
784,,"['Comedy', 'Romance']",,6.4,,89 min,The Matchmaker's Playbook,692.0,2018
785,TV-G,"['Drama', 'Family']",,6.5,,120 min,A Godwink Christmas,551.0,2018
786,R,['Drama'],,5.8,,98 min,The Padre,660.0,2018
787,TV-MA,"['Drama', 'Sport']",,5.9,,96 min,Amateur,2667.0,2018
788,Not Rated,"['Action', 'Comedy', 'Fantasy']",,5.9,,101 min,Yeom-lyeok,2966.0,2018
789,,['Drama'],33505.0,7.1,78.0,100 min,3 Faces,1507.0,2018
790,TV-14,"['Comedy', 'Drama']",,4.9,,90 min,Lez Bomb,548.0,2018
791,,"['Horror', 'Thriller']",,5.4,,84 min,Lifechanger,524.0,2018
792,,['Action'],,4.4,,87 min,Death Kiss,447.0,2018
793,,"['Action', 'Crime', 'History']",,7.0,,114 min,Karmouz War,392.0,2018
794,,"['Comedy', 'Drama', 'Romance']",,5.6,,88 min,Age of Summer,266.0,2018
795,Not Rated,"['Crime', 'Drama']",,4.5,,100 min,Con Man,436.0,2018
796,,"['Comedy', 'Drama', 'Romance']",,5.4,30.0,99 min,Write When You Get Work,103.0,2018
797,,"['Comedy', 'Drama']",,8.1,,117 min,Dying to Survive,2503.0,2018
798,,"['Action', 'Adventure', 'Comedy']",,5.8,,86 min,Mega Time Squad,389.0,2018
799,,['Sci-Fi'],77987.0,5.9,,89 min,Dans la brume,3026.0,2018
800,,"['Horror', 'Thriller']",,4.8,,94 min,Cucuy: The Boogeyman,345.0,2018
801,,['Horror'],,3.7,27.0,90 min,The Basement,527.0,2018
802,TV-PG,"['Drama', 'Romance']",,5.1,,92 min,A Christmas Prince: The Royal Wedding,4937.0,2018
803,Not Rated,"['Action', 'Drama']",,7.6,,154 min,Bhavesh Joshi Superhero,4089.0,2018
804,,['Drama'],,7.4,,107 min,Pupille,307.0,2018
805,Not Rated,['Drama'],,5.1,,113 min,100 Yards,40.0,2018
806,R,['Drama'],114603.0,5.4,47.0,114 min,Nostalgia,720.0,2018
807,PG-13,"['Comedy', 'History']",,6.4,,84 min,Wild Nights with Emily,128.0,2018
808,,['Crime'],,6.3,,118 min,Ribâzu ejji,356.0,2018
809,,"['Drama', 'Romance']",,7.2,,103 min,Carmen y Lola,1041.0,2018
810,,['Horror'],,,,,Black Summer,,2018
811,,"['Drama', 'Thriller']",,5.9,,92 min,En affære,316.0,2018
812,Not Rated,"['Comedy', 'Drama']",790628.0,6.8,,122 min,Sui Dhaaga: Made in India,4893.0,2018
813,,"['Comedy', 'Drama', 'Horror']",,7.0,,125 min,Suzzanna: Bernapas dalam Kubur,318.0,2018
814,TV-MA,['Comedy'],,7.3,,100 min,Mauvaises herbes,1879.0,2018
815,TV-G,['Romance'],,6.2,,90 min,For Today I Do,424.0,2018
816,R,"['Drama', 'Romance']",,6.4,,103 min,The Delinquent Season,680.0,2018
817,,"['Horror', 'Thriller']",,5.3,,110 min,Perfect Skin,191.0,2018
818,,['Comedy'],,4.4,,96 min,MILF,241.0,2018
819,,['Thriller'],,6.9,,84 min,Cutterhead,174.0,2018
820,Not Rated,"['Action', 'Drama', 'Fantasy']",1200246.0,7.0,,142 min,Singwa hamkke: Ingwa yeon,3034.0,2018
821,,['Drama'],,7.3,,102 min,Evening Shadows,163.0,2018
822,,['Drama'],,6.9,,103 min,Les chatouilles,325.0,2018
823,,"['Animation', 'Adventure', 'Comedy']",,2.8,,91 min,Norm of the North: Keys to the Kingdom,173.0,2018
824,,['Drama'],,7.1,38.0,173 min,Nuestro tiempo,463.0,2018
825,,['Comedy'],,5.4,,90 min,Weight,22.0,2018
826,,"['Crime', 'Drama', 'Thriller']",,6.1,,108 min,Acusada,658.0,2018
827,,"['Action', 'Drama', 'Thriller']",,5.6,,99 min,Operation Ragnarök,53.0,2018
828,,"['Action', 'Adventure', 'Drama']",262963.0,6.3,58.0,132 min,Di Renjie zhi Sidatianwang,1438.0,2018
829,,['Drama'],,7.9,,,Hamid,39.0,2018
830,,"['Drama', 'Romance']",,6.4,62.0,83 min,Rafiki,637.0,2018
831,,['Drama'],,6.6,,95 min,"Happy New Year, Colin Burstead",710.0,2018
832,,['Comedy'],,3.1,,135 min,Veere Di Wedding,10266.0,2018
833,TV-MA,"['Action', 'Drama', 'History']",,6.4,,114 min,Nameja gredzens,1358.0,2018
834,,['Drama'],,6.6,,88 min,Juveniles,14.0,2018
835,,['Thriller'],,4.7,,120 min,Sins and Seduction,45.0,2018
836,,"['Drama', 'Mystery', 'Thriller']",,3.5,,73 min,Sleeping Dogs Lie,74.0,2018
837,R,"['Action', 'Comedy']",3400000.0,3.7,9.0,100 min,Supercon,553.0,2018
838,,"['Action', 'Romance', 'War']",,8.5,,130 min,Parwaaz Hay Junoon,1178.0,2018
839,,"['Horror', 'Thriller']",,4.2,,89 min,Heilstätten,496.0,2018
840,TV-MA,"['Adventure', 'Comedy', 'Romance']",,4.7,,89 min,Another Time,480.0,2018
841,,"['Comedy', 'Drama']",,6.5,,100 min,Un homme pressé,270.0,2018
842,PG,"['Animation', 'Adventure', 'Family']",3140677.0,6.9,57.0,84 min,Sgt. Stubby: An American Hero,1106.0,2018
843,,"['Horror', 'Thriller']",,4.3,,113 min,Sabrina,875.0,2018
844,,"['Biography', 'Drama', 'Music']",,7.4,,115 min,Yuli,353.0,2018
845,TV-14,"['Sci-Fi', 'Thriller']",,3.1,,89 min,5th Passenger,1249.0,2018
846,,"['Animation', 'Adventure', 'Comedy']",,6.8,,92 min,Minuscule - Les mandibules du bout du monde,194.0,2018
847,,['Horror'],,3.5,,97 min,1st Summoning,149.0,2018
848,TV-PG,['Comedy'],,5.6,,95 min,Lionheart,794.0,2018
849,,['Comedy'],,7.4,,,Say My Name,14.0,2018
850,Not Rated,"['Action', 'Drama', 'History']",,7.8,,129 min,Parmanu: The Story of Pokhran,15956.0,2018
851,,['Drama'],,6.2,62.0,107 min,Maya,178.0,2018
852,Not Rated,"['Action', 'Crime', 'Drama']",1010385.0,7.4,,122 min,Raid,11242.0,2018
853,R,['Comedy'],,6.9,,89 min,Slut in a Good Way,174.0,2018
854,PG-13,"['Biography', 'Drama']",75781.0,4.6,51.0,106 min,Saint Judy,131.0,2018
855,,"['Comedy', 'Drama', 'Fantasy']",,6.5,83.0,96 min,Diamantino,678.0,2018
856,,['Drama'],,7.8,,91 min,All Creatures Here Below,30.0,2018
857,,"['Horror', 'Thriller']",,9.3,,85 min,Hex,1086.0,2018
