,certificate,genre,gross,imdb_rating,metascore,runtime,title,votes,year
4170,,['Thriller'],,8.3,,100 min,Dual Mania,6.0,['2018']
4171,,['Action'],,,,120 min,Bebhaan,,['2018']
4172,,"['Action', 'Adventure', 'History']",,6.3,,92 min,Legends of Carpathians,29.0,['2018']
4173,,['Drama'],,7.2,,105 min,Beautiful Days,12.0,['2018']
4174,,['Music'],,,,,Tales from Tin Pan Alley,,['2018']
4175,,"['Crime', 'Mystery', 'Thriller']",,7.0,,139 min,Ira,617.0,['2018']
4176,,"['Comedy', 'Romance']",,5.2,,88 min,First Kiss,18.0,['2018']
4177,,"['Comedy', 'Drama', 'Musical']",,7.0,,121 min,Ladoo,6.0,['2018']
4178,,['Comedy'],,4.9,,,El Kwaissen,180.0,['2018']
4179,,['Drama'],,5.1,,97 min,Bao Bao,7.0,['2018']
4180,,"['Action', 'Adventure', 'Drama']",,,,93 min,Ride Hard: Live Free,,['2018']
4181,,['Drama'],,6.0,,,Electric Girl,6.0,['2018']
4182,,['Drama'],,9.1,,90 min,The Piano Man,8.0,['2018']
4183,,['Comedy'],,3.5,,90 min,Los Angeles/Tehran,62.0,['2018']
4184,,['Comedy'],,,,,The Comeback,,['2018']
4185,,"['Crime', 'Drama', 'Thriller']",,5.3,,138 min,Aku to Kamen no Rule,32.0,['2018']
4186,,['Comedy'],,6.4,,,El viaje de Keta,5.0,['2018']
4187,,"['Adventure', 'Comedy']",,,,60 min,The Bucket List,,['2018']
4188,TV-G,['Animation'],,2.7,,90 min,ImaginationLand,9.0,['2018']
4189,,['Music'],,7.3,,91 min,Loudon Wainwright III: Surviving Twin,47.0,['2018']
4190,,"['Action', 'Drama', 'History']",,6.8,,113 min,Daraa,145.0,['2018']
4191,,['Drama'],,8.8,,,The Trigger,5.0,['2018']
4192,,['Comedy'],,4.3,,100 min,J'ai perdu Albert,38.0,['2018']
4193,,['Comedy'],,4.7,,98 min,Ni Tú Ni Yo,52.0,['2018']
4194,,['Drama'],,,,120 min,Reunion,,['2018']
4195,,"['Action', 'Adventure', 'Drama']",,3.9,,107 min,Hidden Peaks,56.0,['2018']
4196,,['Drama'],,,,80 min,Wheels,,['2018']
4197,,['Comedy'],,3.1,,95 min,Çift'lik Bank: Tosun Firarda,53.0,['2018']
4198,,['Sci-Fi'],,,,96 min,Soundwave,,['2018']
4199,R,['Drama'],20000.0,6.5,,67 min,District,24.0,['2018']
4200,,"['Adventure', 'Comedy', 'Fantasy']",,5.7,,96 min,El año de la plaga,66.0,['2018']
4201,,['Drama'],,,,110 min,Fatally Flawless,,['2018']
4202,,"['Comedy', 'Horror', 'Sci-Fi']",,2.9,,72 min,Soft Matter,104.0,['2018']
4203,,['Drama'],,,,95 min,Elevate,,['2018']
4204,,['Comedy'],,5.8,,96 min,Happy Ending,53.0,['2018']
4205,,"['Horror', 'Thriller']",,6.1,,85 min,Tutsak,392.0,['2018']
4206,,"['Comedy', 'Musical', 'Western']",,,,,Shoot the Moon Right Between the Eyes,,['2018']
4207,,"['Action', 'Drama', 'Thriller']",,,,84 min,Coyotaje,,['2018']
4208,,"['Comedy', 'Crime', 'Drama']",,,,54 min,Myra,,['2018']
4209,,"['Comedy', 'Romance']",,6.4,,97 min,Juliusz,226.0,['2018']
4210,,['Drama'],,,,90 min,Nightfall,,['2018']
4211,,['Crime'],,,,,A Murder of Innocence,,['2018']
4212,,"['Adventure', 'Crime', 'Drama']",,7.4,,113 min,La banda Grossi,156.0,['2018']
4213,,['Drama'],,,,92 min,Oda Sa Wala,,['2018']
4214,,['Drama'],,7.5,,98 min,"R - Raja, Ratu & Rahasia",30.0,['2018']
4215,,,,,,,Garuda,,['2018']
4216,,"['Drama', 'Family', 'Romance']",,,,,Lake of Fire,,['2018']
4217,,"['Action', 'Comedy', 'Romance']",,8.4,,,Paying Mr. McGetty,25.0,['2018']
4218,,['Drama'],,7.5,,90 min,Cría puercos,46.0,['2018']
4219,,['Drama'],,,,101 min,Guitar Man,,['2018']
4220,,['Comedy'],,3.2,,114 min,Luang Pee Jazz 5G,6.0,['2018']
4221,,"['Adventure', 'Comedy', 'Horror']",,,,,Kaatteri,,['2018']
4222,,['Drama'],,7.8,,120 min,Reise nach Jerusalem,20.0,['2018']
4223,,"['Comedy', 'Horror', 'Thriller']",,5.0,,80 min,Üç Harflilerin Musallat Oldugu Büyülü Konakta Ruh Çagiran Gençlerin Hazin Hikayesi,47.0,['2018']
4224,,['Drama'],,3.7,,90 min,Caminhos Magnétykos,26.0,['2018']
4225,,"['Horror', 'Thriller']",,2.3,,54 min,Single AF,69.0,['2018']
4226,,"['Adventure', 'Drama', 'Sci-Fi']",,3.1,,95 min,Prishelets,121.0,['2018']
4227,,['Drama'],,5.4,,77 min,La prima pietra,42.0,['2018']
4228,,"['Comedy', 'Drama']",,7.3,,75 min,Edging,9.0,['2018']
4229,,"['Comedy', 'Thriller']",,,,,Squirrel,,['2018']
4230,,"['Comedy', 'Crime']",,5.8,,98 min,Bob & Marys,108.0,['2018']
4231,R,"['Comedy', 'Drama', 'Horror']",,2.9,,88 min,Hens Night,269.0,['2018']
4232,,['Comedy'],,8.2,,,Bernadette,12.0,['2018']
4233,,['Comedy'],,5.0,,104 min,O Candidato Honesto 2,131.0,['2018']
4234,,['Drama'],,6.1,,101 min,Retrospekt,40.0,['2018']
4235,,['Family'],,7.4,,89 min,Gajin svet,24.0,['2018']
4236,,['Comedy'],,,,,The Odd Essay,,['2018']
4237,,['Drama'],,5.3,,121 min,Bidai Byomkesh,300.0,['2018']
4238,,"['Comedy', 'Drama']",,7.0,,122 min,Aravindante Athidhikal,723.0,['2018']
4239,,['Drama'],,6.7,,100 min,Laskovoe bezrazlichie mira,166.0,['2018']
4240,,"['Crime', 'Thriller']",,4.6,,83 min,Black Ghost,64.0,['2018']
4241,,"['Comedy', 'Drama']",,5.8,,136 min,Jarugandi,75.0,['2018']
4242,,['Comedy'],,3.9,,74 min,Softness of Bodies,46.0,['2018']
4243,,['Romance'],,5.3,,102 min,Pâfekuto wârudo,18.0,['2018']
4244,,['Drama'],,7.0,,88 min,Sam samcat,73.0,['2018']
4245,,"['Animation', 'Action']",,7.6,,101 min,Kamen Rider Amazons: The Last Judgement,32.0,['2018']
4246,,['Drama'],,6.1,,88 min,Oreina,30.0,['2018']
4247,,"['Comedy', 'Drama']",,6.4,,91 min,Todas as Razões para Esquecer,279.0,['2018']
4248,,"['Comedy', 'Romance']",,5.5,,90 min,Taal is zeg maar echt mijn ding,173.0,['2018']
4249,,['Horror'],,,,,Eyeless Jack,,['2018']
4250,,"['Comedy', 'Romance']",,4.4,,106 min,Kobieta sukcesu,125.0,['2018']
4251,,['Horror'],,3.1,,104 min,Arwah Tumbal Nyai the Trilogy: part Arwah,36.0,['2018']
4252,,"['Action', 'Comedy', 'Drama']",,6.8,,,Bimbo Bambino,5.0,['2018']
4253,,"['Adventure', 'Comedy', 'Drama']",,7.8,,290 min,La Flor: Tercera Parte,18.0,['2018']
4254,,['Drama'],,7.5,,82 min,Hotel Império,8.0,['2018']
4255,,['Thriller'],,,,101 min,This Weekend Will Change Your Life,,['2018']
4256,,"['Action', 'Adventure']",,,,,King Kong,,['2018']
4257,,"['Comedy', 'Family', 'Music']",,6.1,,115 min,Tudo por um Pop Star,67.0,['2018']
4258,,['Comedy'],,6.1,,91 min,Squirrels,12.0,['2018']
4259,,"['Drama', 'Fantasy']",,9.8,,,Two Girls,9.0,['2018']
4260,,"['Comedy', 'Drama', 'Musical']",,7.3,,107 min,Un Regalo Esencial,26.0,['2018']
4261,,['Drama'],,6.5,,84 min,Les routes en février,13.0,['2018']
4262,,['Drama'],,,,90 min,Memories of a Dead End,,['2018']
4263,,"['Action', 'Adventure', 'Biography']",,8.8,,,27 Guns,8.0,['2018']
4264,,"['Drama', 'Thriller']",,,,65 min,Into the Mirror,,['2018']
4265,,['Drama'],,4.4,,50 min,David Movie,24.0,['2018']
4266,,"['Drama', 'Horror']",,5.8,,113 min,Seya,8.0,['2018']
4267,,['Comedy'],,5.9,,91 min,Mannen van Mars,188.0,['2018']
4268,,['Thriller'],,2.2,,100 min,American Criminal,17.0,['2018']
4269,,"['Action', 'Adventure', 'Comedy']",,4.9,,80 min,Bruno Motoneta,8.0,['2018']
4270,,['Comedy'],,5.6,,90 min,Una festa esagerata,102.0,['2018']
4271,,"['Drama', 'Thriller']",,7.1,,,In i Dimman,11.0,['2018']
4272,,"['Adventure', 'Drama', 'Fantasy']",,6.8,,90 min,Ende Neu,22.0,['2018']
4273,,"['Action', 'Drama']",,,,97 min,To Chase a Million,,['2018']
4274,,"['Adventure', 'Family']",,4.3,,80 min,Dzien czekolady,7.0,['2018']
4275,,"['Horror', 'Thriller']",,4.8,,90 min,Necronomicón,44.0,['2018']
4276,,['Horror'],,3.0,,80 min,Scariest Night of Your Life,35.0,['2018']
4277,,['Drama'],,,,,Pool,,['2018']
4278,,['Thriller'],,6.1,,115 min,Nilachaley Kiriti,48.0,['2018']
4279,,['Drama'],,5.8,,109 min,Wonderful Copenhagen,14.0,['2018']
4280,Not Rated,['Horror'],,,,,Indestructible: Afterlife,,['2018']
4281,,['Comedy'],,,,67 min,Jobe'z World,,['2018']
4282,,"['Romance', 'Thriller']",,,,130 min,Sylvia,,['2018']
4283,,['Comedy'],,5.3,,90 min,Uma Quase Dupla em Ação Contra a Chatice,289.0,['2018']
4284,,['Music'],,8.9,,135 min,Distant Sky - Nick Cave & The Bad Seeds Live in Copenhagen,242.0,['2018']
4285,,['Drama'],,,,,House Owner,,['2018']
4286,,"['Comedy', 'Drama', 'Romance']",,7.9,,81 min,Maybe Shower,18.0,['2018']
4287,,"['Drama', 'Horror', 'Mystery']",,5.9,,,Apollyon,19.0,['2018']
4288,,['Drama'],,7.6,,108 min,Do kraja smrti,33.0,['2018']
4289,,"['Crime', 'Drama', 'Family']",,,,82 min,Frontera,,['2018']
4290,,['Comedy'],,6.6,,,Maal Road Dilli,7.0,['2018']
4291,,['Drama'],,3.9,,80 min,Grace and Gravity,30.0,['2018']
4292,Unrated,"['Comedy', 'Horror']",,4.0,,73 min,Necro-Mancing Dennis,16.0,['2018']
4293,,"['Mystery', 'Sci-Fi']",,7.1,,153 min,Who,144.0,['2018']
4294,,['Drama'],,,,73 min,"I, Matter",,['2018']
4295,,"['Family', 'Fantasy']",,5.6,,86 min,Supermarsu,58.0,['2018']
4296,,['Drama'],,,,,12 Days with God,,['2018']
4297,R,['Action'],3508777.0,7.9,,96 min,The Oscar Nominated Short Films 2018: Live Action,184.0,['2018']
4298,Not Rated,['Thriller'],,6.6,,73 min,House of Pain,9.0,['2018']
4299,,"['Comedy', 'Drama']",,8.2,,94 min,You People,14.0,['2018']
4300,,['Comedy'],,6.1,,103 min,Os Farofeiros,422.0,['2018']
4301,,"['Comedy', 'Crime', 'Drama']",,5.3,,85 min,Caprice,9.0,['2018']
4302,,"['Action', 'Comedy', 'Thriller']",,5.5,,129 min,Cuban Colony,40.0,['2018']
4303,,['Biography'],,6.6,,122 min,VMayakovsky,14.0,['2018']
4304,,"['Animation', 'Action', 'Sci-Fi']",,,,95 min,Eureka Seven Hi-Evolution 2,,['2018']
4305,Not Rated,['Musical'],,6.8,,120 min,Aami Ashbo Phirey,137.0,['2018']
4306,Not Rated,['Horror'],,,,100 min,Unspeakable Acts,,['2018']
4307,TV-MA,"['Crime', 'Thriller']",,8.2,,92 min,"Mr, Motta",6.0,['2018']
4308,,['Drama'],,7.4,,97 min,Når jeg faller,41.0,['2018']
4309,,['Drama'],,6.4,,135 min,Oru Kuppai Kathai,183.0,['2018']
4310,,"['Drama', 'Mystery']",,5.1,,90 min,Gorg Bazi,79.0,['2018']
4311,,"['Action', 'Crime', 'Drama']",,,,46 min,Without Fear,,['2018']
4312,,['Animation'],,7.5,,83 min,The Oscar Nominated Short Films 2018: Animation,149.0,['2018']
4313,,['Comedy'],,,,100 min,Republic of Food,,['2018']
4314,,['Drama'],,5.8,,126 min,Kita no sakuramori,22.0,['2018']
4315,,['Drama'],,6.9,,165 min,Miss Dalí,21.0,['2018']
4316,,"['Action', 'Crime']",,4.8,,96 min,The Blizzard,37.0,['2018']
4317,,['Horror'],,,,,Behind You,,['2018']
4318,,['Drama'],,7.8,,95 min,Wolfe,13.0,['2018']
4319,,"['Biography', 'Comedy', 'Romance']",,6.7,,81 min,Mamma + Mamma,6.0,['2018']
4320,,"['Drama', 'Thriller', 'Western']",,,,,Sonora,,['2018']
4321,,"['Comedy', 'Crime', 'Thriller']",,7.8,,90 min,Ask the Cheat,9.0,['2018']
4322,,['Drama'],,7.3,,93 min,"Granice, kise",33.0,['2018']
4323,,"['Comedy', 'Romance']",,,,82 min,Daddy Issues,,['2018']
4324,,"['Drama', 'Mystery', 'Thriller']",4867.0,6.7,61.0,60 min,Notes on an Appearance,45.0,['2018']
4325,,['Drama'],,6.6,,84 min,Yours Truly,13.0,['2018']
4326,,"['Action', 'Comedy', 'Drama']",,7.5,,135 min,Chalthe Chalthe,6.0,['2018']
4327,,['Romance'],,6.5,,95 min,When Sun Meets Moon,42.0,['2018']
4328,,"['Drama', 'Music']",,,,105 min,Akram Khan's Giselle,,['2018']
4329,,"['Action', 'Adventure', 'Fantasy']",,7.6,,168 min,The Seventh Page,11.0,['2018']
4330,,['Drama'],,,,,Fronteras,,['2018']
4331,,['Horror'],,,,86 min,A Brilliant Monster,,['2018']
4332,,['Horror'],,5.4,,90 min,Manos: The Rise of Torgo,28.0,['2018']
4333,,['Drama'],,6.6,,87 min,Le fils du désert,43.0,['2018']
4334,,['Comedy'],,,,90 min,Get Hard,,['2018']
4335,,['Horror'],,2.5,,80 min,Foster Home Seance,47.0,['2018']
4336,,['Comedy'],,4.9,,,Yolki poslednie,124.0,['2018']
4337,,['Comedy'],,,,,Drakulics elvtárs,,['2018']
4338,,['Drama'],,,,94 min,U.P. There,,['2018']
4339,,['Adventure'],,6.8,,,Guptodhoner Sondhane,440.0,['2018']
4340,,['Comedy'],,5.4,,124 min,Laavaan Phere,112.0,['2018']
4341,,"['Biography', 'Drama', 'History']",,8.8,,,Ginnen Upan Seethala,234.0,['2018']
4342,,['Drama'],,7.6,,85 min,Si Doel the Movie,297.0,['2018']
4343,,['Drama'],,9.6,,147 min,Cowboy & Indiana,86.0,['2018']
4344,Not Rated,"['Drama', 'Horror', 'Thriller']",,,,,Then the Night Comes,,['2018']
4345,,"['Animation', 'Biography']",,6.1,,78 min,Hoffmaniada,40.0,['2018']
4346,,"['Drama', 'War']",,5.4,,110 min,Proshchatsya ne budem,53.0,['2018']
4347,,"['Horror', 'Thriller']",,,,,The Young Cannibals,,['2018']
4348,,"['Comedy', 'Musical', 'Romance']",,7.2,,,Shagird,98.0,['2018']
4349,,['Thriller'],,7.6,,,Waiting Room,13.0,['2018']
4350,,"['Adventure', 'Comedy', 'Family']",,6.0,,95 min,Eco-Teens Save The World!,43.0,['2018']
4351,,['Drama'],,5.3,71.0,91 min,Fistful of Dirt,7.0,['2018']
4352,,['Drama'],,7.1,,110 min,Ovunque proteggimi,33.0,['2018']
4353,,"['Adventure', 'Horror', 'Sci-Fi']",,5.3,,122 min,In Memory Of,33.0,['2018']
4354,,"['Drama', 'Thriller']",,7.6,,105 min,Bhayanakam,11.0,['2018']
4355,,"['Comedy', 'Drama']",,,,71 min,Animal World,,['2018']
4356,,['Comedy'],,5.2,,81 min,"Contigo no, bicho",30.0,['2018']
4357,,['Horror'],,6.1,,90 min,Inner Ghosts,61.0,['2018']
4358,,"['Drama', 'Romance', 'Thriller']",,,,98 min,Influencia,,['2018']
4359,,"['Drama', 'Horror', 'Mystery']",,9.3,,104 min,Kuasha jakhon,403.0,['2018']
4360,R,['Drama'],,,,106 min,My Side Piece Hit the Lotto,,['2018']
4361,,"['Comedy', 'Romance']",,5.9,,105 min,Gai gia lam chieu 2,21.0,['2018']
4362,TV-G,['Animation'],,3.6,,73 min,Planes with Brains,25.0,['2018']
4363,,"['Fantasy', 'Horror']",,3.5,,99 min,Penny Palabras,126.0,['2018']
4364,,['Drama'],,2.4,,104 min,Jacqueline Comes Home: The Chiong Story,42.0,['2018']
4365,,['History'],,,,,Boudica: Rise of the Warrior Queen,,['2018']
4366,,['Action'],,7.0,,,The Final Blade,14.0,['2018']
4367,,['Horror'],,,,89 min,Deadsight,,['2018']
4368,,['Comedy'],,,,,Gorilla,,['2018']
4369,,"['Drama', 'Horror', 'Thriller']",,3.4,,75 min,The Ferryman,41.0,['2018']
4370,,['Horror'],,,,,Sadistic Intentions,,['2018']
4371,,['Drama'],,9.0,,,Chumbak,70.0,['2018']
4372,,['Thriller'],,4.6,,115 min,Prayanikara Gamanakke,5.0,['2018']
4373,,"['Animation', 'Sci-Fi']",,,,90 min,Implosion: Zero Day,,['2018']
4374,,"['Comedy', 'Drama', 'Family']",,6.5,,97 min,Víti í Vestmannaeyjum,73.0,['2018']
4375,,['Drama'],,6.6,,106 min,Elephants Can Play Football,94.0,['2018']
4376,,['Drama'],,,,,Dear Molly,,['2018']
4377,,['Drama'],,8.5,,108 min,Lashtam Pashtam,25.0,['2018']
4378,,"['Comedy', 'Drama']",,,,,Staycation,,['2018']
4379,,['Drama'],,,,72 min,When the Well Runs Dry,,['2018']
4380,,"['Comedy', 'Drama']",,7.8,,,Maska,12.0,['2018']
4381,,['Comedy'],,6.3,,61 min,Allons enfants,40.0,['2018']
4382,,['Comedy'],,8.7,,85 min,Hopeless Romantic,6.0,['2018']
4383,,"['Drama', 'Music', 'Musical']",,8.3,,85 min,Saints Rest,9.0,['2018']
4384,,['Drama'],,,,,Desamlo Dongalu Paddaru,,['2018']
4385,,['Drama'],,7.3,,93 min,A-wol Ba-di,12.0,['2018']
4386,,['Drama'],,7.7,,,RSC Live: Macbeth,28.0,['2018']
4387,,['Comedy'],,4.8,,130 min,French Viplavam,11.0,['2018']
4388,,"['Horror', 'Mystery', 'Thriller']",,,,,The Haunted,,['2018']
4389,,"['Action', 'Comedy', 'Crime']",,3.7,,,27: El club de los malditos,273.0,['2018']
4390,PG-13,['Thriller'],,4.5,,84 min,Vanished,12.0,['2018']
4391,,['Drama'],,,,92 min,Low Low,,['2018']
4392,,"['Comedy', 'Fantasy']",,7.5,,112 min,Godina majmuna,58.0,['2018']
4393,,['Horror'],,5.7,,,2 Die For,58.0,['2018']
4394,,"['Comedy', 'Drama', 'Romance']",,7.9,,96 min,Train Set,21.0,['2018']
4395,,"['Comedy', 'Drama', 'Music']",,6.0,,100 min,So was von da,85.0,['2018']
4396,,"['Comedy', 'Horror', 'Mystery']",,8.6,,84 min,Blood Paradise,8.0,['2018']
4397,,"['Crime', 'Drama', 'Thriller']",,,,82 min,All In,,['2018']
4398,,['Comedy'],,,,88 min,Lune de miel... à Zgierz,,['2018']
4399,,['Drama'],,6.9,,76 min,Dobar dan za posao,24.0,['2018']
4400,,['Action'],,,,,Crossed Lines,,['2018']
4401,,"['Action', 'Drama', 'Thriller']",,7.2,,120 min,Villavan - The Vigilante,6.0,['2018']
4402,,"['Action', 'Crime', 'Horror']",,5.8,,116 min,Fino all'Inferno,147.0,['2018']
4403,,['Horror'],,7.2,,,60 Seconds 2 Die: 60 Seconds to Die 2,29.0,['2018']
4404,,['Drama'],,,,80 min,ThinkBack,,['2018']
4405,,"['Drama', 'Thriller']",,7.1,,117 min,NO-ONE,10.0,['2018']
4406,,['Drama'],,5.2,,119 min,Yuva,24.0,['2018']
4407,,['Drama'],,4.1,,131 min,Jaane kyun de yaaron,21.0,['2018']
4408,,['Romance'],,5.7,,122 min,Tej... I Love You,224.0,['2018']
4409,,['Drama'],,7.2,,130 min,Lagna Mubarak,18.0,['2018']
4410,,['Drama'],,8.3,,98 min,Asandhimitta,7.0,['2018']
4411,Not Rated,"['Action', 'Drama']",,7.5,,122 min,Pantham,214.0,['2018']
4412,,"['Fantasy', 'Horror', 'Thriller']",,1.7,,76 min,Deep Web XXX,10.0,['2018']
4413,,['Horror'],,,,,Phantom Flyer,,['2018']
4414,,"['Comedy', 'Drama', 'Romance']",,,,125 min,Underneath the Same Moon,,['2018']
4415,,['Action'],,,,,Vixen,,['2018']
4416,,"['Comedy', 'Drama', 'Fantasy']",,4.7,,84 min,Khargioush,148.0,['2018']
4417,,"['Comedy', 'Drama', 'Family']",,,,,Periphery,,['2018']
4418,,"['Drama', 'Mystery']",,5.3,,90 min,Tuliliilia,24.0,['2018']
4419,,"['Romance', 'Thriller']",,,,,Wo India Ka Shakespeare,,['2018']
4420,,"['Comedy', 'Sci-Fi']",,7.3,,91 min,Aliens with Knives,9.0,['2018']
4421,,['Comedy'],,5.0,,,Non è vero ma ci credo,23.0,['2018']
4422,,"['Action', 'Drama', 'Fantasy']",,7.8,,78 min,A Wish for Giants,55.0,['2018']
4423,,['Romance'],,1.1,,102 min,Krymskiy most. Sdelano s lyubovyu!,464.0,['2018']
4424,,"['Comedy', 'Drama']",,6.3,,101 min,The Least of These- A Christmas Story,21.0,['2018']
4425,,"['Comedy', 'Drama']",,6.1,,,Honeymoon,23.0,['2018']
4426,,['Drama'],,6.7,,77 min,Nakorn-Sawan,6.0,['2018']
4427,,['Fantasy'],,6.5,,111 min,The Ferry Man Manjusaka,32.0,['2018']
4428,,['Sci-Fi'],,7.2,,105 min,H0us3,5.0,['2018']
4429,,['Action'],,,,,The Best Movie Ever 4ever,,['2018']
4430,,['Horror'],,,,,Hybristophilia,,['2018']
4431,,['Horror'],,,,92 min,3: AM (malay movie),,['2018']
4432,,['Drama'],,6.2,,117 min,Girls Always Happy,74.0,['2018']
4433,,['Horror'],,2.6,,89 min,It Lives Inside,68.0,['2018']
4434,,['Drama'],,4.7,,100 min,Distinction,87.0,['2018']
4435,,['Drama'],,8.2,,,Choices,6.0,['2018']
4436,,"['Action', 'Comedy']",,7.4,,91 min,Insya Allah Sah 2,33.0,['2018']
4437,,['Thriller'],,,,,Doctor I Love You,,['2018']
4438,,"['Horror', 'Sci-Fi']",,7.8,,,South Mill District,25.0,['2018']
4439,,['Biography'],,6.4,,46 min,The Calling,5.0,['2018']
4440,Not Rated,['Animation'],,,,70 min,Penguin Rescue,,['2018']
4441,,"['Crime', 'Drama', 'Thriller']",,,,,La jauría,,['2018']
4442,,"['Comedy', 'Family', 'Romance']",,5.1,,89 min,Serce nie sluga,56.0,['2018']
4443,,"['Action', 'Comedy']",,3.9,,,Fullir Vasar,73.0,['2018']
4444,,['Romance'],,,,,Because I Love You,,['2018']
4445,,['Drama'],,7.2,,92 min,Trust,9.0,['2018']
4446,,"['Action', 'Horror', 'Thriller']",,3.2,,83 min,Lyco,26.0,['2018']
4447,,['Action'],,3.1,,76 min,Greed: Heavy Is The Hand,37.0,['2018']
4448,,"['Comedy', 'Drama', 'Romance']",,,,50 min,Anime,,['2018']
4449,,['Drama'],,,,138 min,Der Wald,,['2018']
4450,,"['Crime', 'Thriller']",,6.3,,102 min,Dandupalya 3,26.0,['2018']
4451,,['Drama'],,8.7,,127 min,Ek Sangaychay,7.0,['2018']
4452,,"['Crime', 'Mystery', 'Thriller']",,8.2,,102 min,The Lake Vampire,62.0,['2018']
4453,,"['Comedy', 'Crime', 'Drama']",,6.5,,113 min,The Road Not Taken,42.0,['2018']
4454,,['Drama'],,8.1,,85 min,Widow of Silence,21.0,['2018']
4455,,"['Comedy', 'Drama', 'Romance']",,8.1,,69 min,Rendezvous in Chicago,30.0,['2018']
4456,,"['Action', 'Horror', 'Thriller']",,3.0,,110 min,I Thought You Were a Nice Man,40.0,['2018']
4457,,['Comedy'],,3.9,,100 min,Hotel Soul Good,55.0,['2018']
4458,,['Drama'],,9.1,,98 min,Parallel Chords,10.0,['2018']
4459,,['Drama'],,,,83 min,Poised,,['2018']
4460,,['Action'],,,,,Justice for All,,['2018']
4461,,['Sci-Fi'],,6.0,,,Flotando,8.0,['2018']
4462,,['Comedy'],,4.9,,95 min,Abdel et la comtesse,61.0,['2018']
4463,,['Drama'],,6.9,,152 min,Poomaram,590.0,['2018']
4464,,['Drama'],,,,,All About the Afterglow,,['2018']
4465,,"['Drama', 'Romance']",,7.2,,,Bridge of Clouds,8.0,['2018']
4466,,['Drama'],,6.4,,75 min,Reflections in the Dust,14.0,['2018']
4467,,"['Comedy', 'Drama']",,6.2,,,Good Morning,19.0,['2018']
4468,,['Drama'],,,,112 min,Toren,,['2018']
4469,,['Horror'],,,,74 min,Killer Unicorn,,['2018']
4470,,"['Drama', 'Romance']",,7.1,,82 min,Fish Bones,15.0,['2018']
4471,,['Drama'],,8.7,,,Bogda,18.0,['2018']
4472,,['Drama'],,,,91 min,Lucid Dreams,,['2018']
4473,,['Western'],,1.4,,80 min,Jesse James vs. The Black Train,23.0,['2018']
4474,,['Drama'],,6.4,,88 min,Un giorno all'improvviso,57.0,['2018']
4475,,"['Drama', 'History']",,6.5,,103 min,Menocchio,32.0,['2018']
4476,,['Drama'],,5.1,,85 min,Sink,29.0,['2018']
4477,,['Comedy'],,5.6,,72 min,MC-Helper 3,15.0,['2018']
4478,,['Drama'],,8.1,,83 min,Boni Bonita,10.0,['2018']
4479,,['Drama'],,7.4,,91 min,Verlorene,29.0,['2018']
4480,,['Action'],,5.0,,,Veera,48.0,['2018']
4481,PG,['Family'],,4.8,,86 min,Paws P.I.,24.0,['2018']
4482,,['Drama'],,7.0,,85 min,Chausar,12.0,['2018']
4483,,"['Adventure', 'Fantasy']",,8.5,,182 min,The Bastard Sword,11.0,['2018']
4484,,"['Adventure', 'Comedy', 'Drama']",,6.6,,80 min,Elvy's Wereld So Ibiza!,48.0,['2018']
4485,,"['Comedy', 'Drama']",,7.4,,82 min,Victor Goodview,14.0,['2018']
4486,,['Thriller'],,,,,"Rock, Paper, Scissors",,['2018']
4487,,['Horror'],,2.7,,73 min,Ghost of Camp Blood,70.0,['2018']
4488,,['Drama'],,,,,Piya Re,,['2018']
4489,,"['Comedy', 'Drama']",,5.1,,74 min,Idled,20.0,['2018']
4490,,"['Comedy', 'Crime']",,4.9,,92 min,Gate,26.0,['2018']
4491,,['Comedy'],,4.2,,135 min,Haseena,68.0,['2018']
4492,,['Comedy'],,7.0,,136 min,Mr & Mrs 420 Returns,161.0,['2018']
4493,,"['Action', 'Comedy']",,5.5,,160 min,Mannar Vagaiyara,87.0,['2018']
4494,,['Family'],,7.4,,86 min,A First Farewell,9.0,['2018']
4495,,['Drama'],,7.7,,128 min,Goli Soda 2,788.0,['2018']
4496,,['Sport'],,6.6,,84 min,Worth,249.0,['2018']
4497,,"['Animation', 'Adventure', 'Family']",,5.4,,,Tri bogatyrya i Naslednitsa prestola,94.0,['2018']
4498,,['Adventure'],,6.9,,91 min,Susters,12.0,['2018']
4499,,['Crime'],,6.2,,90 min,Doubleplusungood,16.0,['2018']
4500,,"['Drama', 'Thriller']",,,,138 min,Sherbahadur,,['2018']
4501,,['Comedy'],,9.2,,70 min,Randy Writes a Novel,17.0,['2018']
4502,,['Comedy'],,4.8,,,21 ke la,54.0,['2018']
4503,,"['Horror', 'Thriller']",,5.5,,100 min,College Pranks,24.0,['2018']
4504,Not Rated,"['Horror', 'Thriller']",,,,,Fear and Desire,,['2018']
4505,,"['Action', 'Drama', 'History']",,7.7,,93 min,Song of the Tree,25.0,['2018']
4506,,['Horror'],,5.6,,92 min,Sajen,33.0,['2018']
4507,,['Action'],,,,,Wolfsbane Say my Name,,['2018']
4508,,['Comedy'],,7.7,,95 min,Tazzeka,20.0,['2018']
4509,,['Drama'],,,,,La primera cita,,['2018']
4510,,['Thriller'],,4.7,,,Caiga quien caiga,14.0,['2018']
4511,,['Drama'],,,,,"14 jours, 12 nuits",,['2018']
4512,,['Family'],,,,90 min,My Babysitter the Super Hero,,['2018']
