,certificate,genre,gross,imdb_rating,metascore,runtime,title,votes,year
2138,,['Comedy'],,6.5,,115 min,Ie ni kaeru to tsuma ga kanarazu shinda furi o shite imasu.,379.0,['2018']
2139,Not Rated,"['Adventure', 'Comedy', 'Musical']",,5.3,51.0,90 min,Wanderland,143.0,['2018']
2140,Not Rated,"['Horror', 'Thriller']",,3.1,,87 min,A Place in Hell,175.0,['2018']
2141,TV-PG,"['Drama', 'Family']",,4.9,,87 min,All Styles,77.0,['2018']
2142,,['Adventure'],,,,103 min,Lara - Aribelle si mana destinului,,['2018']
2143,,['Comedy'],,5.6,,100 min,Demi soeurs,255.0,['2018']
2144,,['Thriller'],,,,,La Llorona,,['2018']
2145,,"['Animation', 'Comedy', 'Family']",,7.1,,85 min,The Donkey King,281.0,['2018']
2146,,['Drama'],,6.0,,86 min,Neon Heart,41.0,['2018']
2147,,"['Drama', 'Horror']",,3.2,,105 min,Don't Open Your Eyes,118.0,['2018']
2148,,['Comedy'],,8.5,,83 min,Best Mom,6.0,['2018']
2149,,['Comedy'],,,,52 min,Mismatch,,['2018']
2150,,['Drama'],,7.6,,85 min,Izbrisana,31.0,['2018']
2151,,"['Comedy', 'Drama']",,8.1,,138 min,Shatru Gate,81.0,['2018']
2152,,['Drama'],,8.4,,72 min,Aire,8.0,['2018']
2153,,"['Drama', 'Thriller']",,6.3,,53 min,Sparta,15.0,['2018']
2154,,['Drama'],,,,106 min,Ishq Na Hove Rabba,,['2018']
2155,,['Comedy'],,8.4,,,Deep Murder,22.0,['2018']
2156,,['Thriller'],,7.3,,113 min,Zauberer,88.0,['2018']
2157,,['Drama'],,7.4,,112 min,Laatu,5.0,['2018']
2158,,"['Crime', 'Drama']",,6.9,,,Dead Women Walking,80.0,['2018']
2159,TV-G,"['Comedy', 'Drama', 'Family']",,6.4,,90 min,A Christmas Switch,184.0,['2018']
2160,,['Family'],,6.4,,,Noor Jahaan,76.0,['2018']
2161,,"['Drama', 'Mystery', 'War']",,6.0,,83 min,Le collier rouge,178.0,['2018']
2162,,"['Comedy', 'Drama']",,5.0,,69 min,It is Not the Pornographer That is Perverse...,23.0,['2018']
2163,,"['Horror', 'Thriller']",,6.7,,90 min,Party Hard Die Young,410.0,['2018']
2164,,['Drama'],,5.3,,119 min,Bhairava Geetha,38.0,['2018']
2165,,['Drama'],,6.9,,146 min,Hey Jude,764.0,['2018']
2166,,"['Drama', 'Mystery']",,5.7,,60 min,Beast,13.0,['2018']
2167,,"['Comedy', 'Romance']",,5.9,,100 min,The Girl in the Orange Dress,28.0,['2018']
2168,,['Comedy'],,4.1,,100 min,Cumali Ceber 2,7898.0,['2018']
2169,,['Fantasy'],,4.3,,112 min,Chernovik,886.0,['2018']
2170,,"['Horror', 'Thriller']",,4.0,,84 min,Bloody Ballet,120.0,['2018']
2171,,"['Comedy', 'Drama', 'Romance']",,6.5,,120 min,Ghare & Baire,150.0,['2018']
2172,,"['Biography', 'History', 'War']",,6.6,,85 min,Soldado Milhões,332.0,['2018']
2173,,"['Comedy', 'Drama']",,5.9,,103 min,Les bonnes intentions,48.0,['2018']
2174,,['Drama'],,,,123 min,Kia and Cosmos,,['2018']
2175,,"['Drama', 'Family', 'Romance']",,,,45 min,Interrupted Marriage,,['2018']
2176,,['Horror'],,,,,The 3rd Eye,,['2018']
2177,Not Rated,"['Action', 'Adventure', 'Comedy']",105678.0,4.8,,105 min,Tian qi yu bao,51.0,['2018']
2178,,"['Biography', 'Drama']",,6.5,,155 min,Aami,396.0,['2018']
2179,,['Drama'],,6.4,,90 min,Vierges,78.0,['2018']
2180,,"['Drama', 'Thriller']",,4.0,,,Woman on the Edge,28.0,['2018']
2181,,['Drama'],,6.4,,120 min,Genezis,233.0,['2018']
2182,,"['Action', 'Comedy', 'Crime']",69431.0,6.0,,137 min,Parchi,363.0,['2018']
2183,,"['Action', 'Crime', 'Drama']",,5.1,,114 min,Ying xiong ben se 2018,352.0,['2018']
2184,,"['Adventure', 'Comedy']",,3.5,,89 min,Les aventures de Spirou et Fantasio,243.0,['2018']
2185,,"['Drama', 'Romance']",,7.1,,,7 Days,71.0,['2018']
2186,,['Romance'],,5.2,,125 min,Naa Nuvve,88.0,['2018']
2187,,['Drama'],,6.9,,124 min,Serdtse mira,294.0,['2018']
2188,,"['Comedy', 'Romance']",,5.6,,102 min,Tamara Vol. 2,96.0,['2018']
2189,,['Horror'],,4.3,,119 min,Iruttu Araiyil Murattu Kuthu,620.0,['2018']
2190,,['Drama'],,5.8,,90 min,Shoujikuang xiang,176.0,['2018']
2191,,['War'],,9.4,,60 min,The Burying Party,37.0,['2018']
2192,,['Thriller'],,7.6,,105 min,Cry No Fear,16.0,['2018']
2193,,"['Comedy', 'Drama']",,7.3,91.0,120 min,"A Bread Factory, Part Two",58.0,['2018']
2194,,['Romance'],,7.4,,162 min,Premasoothram,19.0,['2018']
2195,,['Comedy'],,7.6,,,Naam,25.0,['2018']
2196,,"['Drama', 'History', 'Romance']",5398.0,5.0,,83 min,Summer of '67,142.0,['2018']
2197,,['Drama'],,6.8,,93 min,Brakland,72.0,['2018']
2198,,['Drama'],,6.5,,93 min,Fig Tree,32.0,['2018']
2199,,"['Action', 'Fantasy', 'Sci-Fi']",,4.4,,103 min,Gathering of Heroes: Legend of the Seven Swords,49.0,['2018']
2200,G,"['Animation', 'Adventure', 'Comedy']",,5.6,,85 min,Maya the Bee: The Honey Games,518.0,['2018']
2201,,"['Horror', 'Thriller']",,5.4,,85 min,Deadly Crush,38.0,['2018']
2202,R,['Comedy'],5004.0,5.1,15.0,86 min,An L.A. Minute,28.0,['2018']
2203,,"['Adventure', 'Family']",,6.3,,95 min,LasseMajas detektivbyrå - Det första mysteriet,81.0,['2018']
2204,,"['Comedy', 'Drama', 'Musical']",,9.5,,120 min,10 Days Before the Wedding,337.0,['2018']
2205,,['Horror'],,7.4,,90 min,Monster,64.0,['2018']
2206,,['Comedy'],,4.5,,95 min,Les Tuche 3,697.0,['2018']
2207,,"['Comedy', 'Horror']",,5.3,,88 min,The Night Sitter,58.0,['2018']
2208,,"['Adventure', 'Comedy', 'Drama']",,8.3,,90 min,Between Waves,19.0,['2018']
2209,,"['Comedy', 'Drama', 'Mystery']",,7.4,,78 min,Blood Type,17.0,['2018']
2210,Not Rated,['Comedy'],,5.6,,119 min,Khajoor Pe Atke,158.0,['2018']
2211,,['Drama'],,7.6,,,Chihayafuru: Musubi,212.0,['2018']
2212,,['Drama'],,6.4,,78 min,Güvercin,212.0,['2018']
2213,,['Comedy'],,5.7,,114 min,FryDay,562.0,['2018']
2214,Not Rated,"['Family', 'Musical', 'Romance']",,6.3,,142 min,Mumbai Pune Mumbai 3,167.0,['2018']
2215,,"['Crime', 'Drama']",,8.5,,128 min,Gultoo,561.0,['2018']
2216,,['Romance'],,6.1,,,Marmalade Boy,108.0,['2018']
2217,,"['Comedy', 'Drama']",,8.1,,103 min,Farmer of the Year,10.0,['2018']
2218,,['Drama'],,8.6,,,Deniz ve Günes,377.0,['2018']
2219,,['Drama'],,6.4,,92 min,Midnight Runner,92.0,['2018']
2220,,['Action'],,6.3,,134 min,Mauli,115.0,['2018']
2221,,['Drama'],,7.1,,95 min,Crystal Swan,440.0,['2018']
2222,,['Comedy'],,7.6,,140 min,Hushaaru,221.0,['2018']
2223,,['Drama'],,4.5,,60 min,Frig,22.0,['2018']
2224,,['Drama'],,8.3,,,Rosogolla,88.0,['2018']
2225,,['Comedy'],,5.1,,,The Portuguese Kid,20.0,['2018']
2226,,['Comedy'],,7.4,,,John Leguizamo's Latin History for Morons,54.0,['2018']
2227,Not Rated,['Comedy'],,5.1,,149 min,Oru Nalla Naal Paarthu Soldren,405.0,['2018']
2228,,['Drama'],,8.0,,,Nude: Chitraa,63.0,['2018']
2229,,['Action'],,5.0,,,El Diesel,90.0,['2018']
2230,,"['Action', 'Adventure', 'Comedy']",,3.4,,90 min,Jurassic Predator,204.0,['2018']
2231,,['Adventure'],,7.6,,,Robin Hood,5.0,['2018']
2232,,['Drama'],,7.5,,108 min,Con el viento,172.0,['2018']
2233,,['Drama'],,6.4,,106 min,Unforgiven,513.0,['2018']
2234,,['Thriller'],,4.3,,90 min,Spiral,59.0,['2018']
2235,,['Drama'],,,,,Tennis Buddies,,['2018']
2236,,['Action'],,8.6,,,Mayday,7.0,['2018']
2237,R,['Drama'],,6.6,,90 min,Here and Now,13.0,['2018']
2238,,['Drama'],,5.9,,80 min,Lazzaro,7.0,['2018']
2239,,"['Drama', 'Romance']",,8.1,,141 min,Swapnajaal,789.0,['2018']
2240,,"['Crime', 'Drama', 'Thriller']",,3.3,,73 min,Recall,112.0,['2018']
2241,,"['Action', 'Crime', 'Drama']",,7.5,,121 min,Koodasha,219.0,['2018']
2242,,['Sci-Fi'],,4.2,,94 min,Forbidden Power,75.0,['2018']
2243,,['Horror'],,,,136 min,Redrum,,['2018']
2244,,['Drama'],,8.6,,,The Madness of George III,35.0,['2018']
2245,,"['Action', 'Comedy', 'Drama']",,7.2,,182 min,Kammara Sambhavam,674.0,['2018']
2246,,"['Drama', 'Fantasy']",,8.8,,94 min,I Wrote This For You,12.0,['2018']
2247,,['Musical'],,6.2,,121 min,The Toxic Avenger: The Musical,54.0,['2018']
2248,TV-MA,['Drama'],,4.8,,81 min,The Middle of X,114.0,['2018']
2249,,['Horror'],,5.5,68.0,90 min,Endzeit,70.0,['2018']
2250,,['Comedy'],,5.3,,105 min,"Neuilly sa mère, sa mère!",180.0,['2018']
2251,,['Horror'],,3.0,,84 min,Curse of the Scarecrow,114.0,['2018']
2252,,['Comedy'],,5.5,,99 min,Cici Babam,577.0,['2018']
2253,,"['Comedy', 'Drama']",,8.6,,105 min,Za ona dobra stara vremena,1606.0,['2018']
2254,,['Horror'],,4.6,,86 min,The Lingering,121.0,['2018']
2255,,"['Mystery', 'Thriller']",,5.1,,92 min,Stillwater,419.0,['2018']
2256,,"['Sci-Fi', 'Thriller']",,5.8,,90 min,Caller ID: Entity,124.0,['2018']
2257,,['Comedy'],,8.2,,,Accommodations,5.0,['2018']
2258,,['Drama'],,6.6,,92 min,This Teacher,19.0,['2018']
2259,,['Family'],,8.1,,,Holiday Spectacular,15.0,['2018']
2260,,['Drama'],,,,80 min,I Am Not for Sale: The Fight to End Human Trafficking,,['2018']
2261,,"['Drama', 'Mystery', 'Thriller']",,3.6,,92 min,The System,180.0,['2018']
2262,,['Drama'],,,,117 min,La noche de las dos lunas,,['2018']
2263,,['Comedy'],,4.8,,110 min,Görevimiz Tatil,808.0,['2018']
2264,,"['Action', 'Crime', 'Drama']",,4.5,,85 min,Dirty Dead Con Men,65.0,['2018']
2265,Not Rated,['Drama'],,6.9,,90 min,Christmas Manger,21.0,['2018']
2266,,"['Drama', 'Romance']",,6.0,,103 min,Bonhomme,81.0,['2018']
2267,,['Comedy'],,7.2,,135 min,Marriage Palace,40.0,['2018']
2268,,"['Action', 'Crime', 'Drama']",,6.7,,136 min,Ranam,848.0,['2018']
2269,,['Comedy'],,3.2,,103 min,Göktasi,325.0,['2018']
2270,,['Drama'],,6.4,,119 min,Shônen,166.0,['2018']
2271,,['Drama'],,7.3,,100 min,3 Storeys,275.0,['2018']
2272,,['Comedy'],,5.6,,,Itô kun A to E,95.0,['2018']
2273,,['Comedy'],,6.0,,96 min,Break,105.0,['2018']
2274,,['Comedy'],,,,85 min,Detective per Caso,,['2018']
2275,,"['Adventure', 'Comedy', 'Drama']",,,,,Relish,,['2018']
2276,,"['Crime', 'Thriller']",,6.5,,106 min,Cornbread Cosa Nostra,43.0,['2018']
2277,,['Drama'],,6.4,,97 min,Les,34.0,['2018']
2278,,['Drama'],,6.9,,99 min,Joy,98.0,['2018']
2279,,['Comedy'],,6.4,,100 min,St. Bernard Syndicate,188.0,['2018']
2280,,"['Drama', 'History']",,7.8,,75 min,Toba Tek Singh,57.0,['2018']
2281,,"['Comedy', 'Drama']",,5.8,,101 min,La fête des mères,78.0,['2018']
2282,,['Drama'],,5.6,,,Waterlily Jaguar,9.0,['2018']
2283,,"['Drama', 'Thriller']",,7.2,,92 min,Hattrick,70.0,['2018']
2284,,['Biography'],,6.8,,124 min,Jan Palach,149.0,['2018']
2285,,['Drama'],,6.7,,100 min,Sanitatum,16.0,['2018']
2286,,"['Fantasy', 'Horror', 'Thriller']",,6.8,,132 min,The Immortal,114.0,['2018']
2287,TV-14,['Thriller'],,5.2,,89 min,The Wrong Cruise,122.0,['2018']
2288,,['Animation'],,7.6,,,Feng Yu Zhou,27.0,['2018']
2289,R,"['Comedy', 'Crime', 'Drama']",,6.4,,104 min,The Actor,63.0,['2018']
2290,,"['Biography', 'Comedy', 'Music']",,6.7,,,Ana e Vitória,355.0,['2018']
2291,,['Drama'],,7.0,,97 min,Whatever Happens Next,30.0,['2018']
2292,,"['Crime', 'Thriller']",,3.1,,80 min,[Cargo],294.0,['2018']
2293,,"['Comedy', 'Romance']",,3.1,,131 min,Veerey Ki Wedding,277.0,['2018']
2294,,['Romance'],,7.3,,122 min,Rachayitha,37.0,['2018']
2295,Not Rated,['Drama'],,7.7,,118 min,Generation Aami,241.0,['2018']
2296,,['Comedy'],,4.8,,91 min,The BBQ,195.0,['2018']
2297,,['Drama'],,7.4,,83 min,Crazy Right,19.0,['2018']
2298,Not Rated,['Comedy'],,4.9,,90 min,Una Mujer Sin Filtro,319.0,['2018']
2299,,"['Drama', 'Sport']",,6.4,,138 min,Trener,893.0,['2018']
2300,,"['Comedy', 'Drama']",,6.8,,101 min,Bêtes blondes,26.0,['2018']
2301,,['Horror'],,6.3,,96 min,Buyer Beware,96.0,['2018']
2302,,"['Adventure', 'Comedy', 'Sci-Fi']",,4.1,,87 min,Pocketman and Cargoboy,93.0,['2018']
2303,,"['Drama', 'Music']",,7.1,,,DJ,72.0,['2018']
2304,,['Horror'],,3.8,,84 min,Deathday,440.0,['2018']
2305,,['Drama'],,8.4,,155 min,Damru,41.0,['2018']
2306,,"['Action', 'Drama', 'Family']",,7.4,,84 min,Vechtmeisje,41.0,['2018']
2307,,"['Action', 'Comedy']",,,,88 min,Defying Chase,,['2018']
2308,,"['Action', 'Comedy']",,4.6,,125 min,Teri Bhabhi Hai Pagle,93.0,['2018']
2309,,"['Comedy', 'Drama', 'Romance']",,7.3,,95 min,Nyitva,225.0,['2018']
2310,,['Drama'],,5.9,,107 min,Umi wo kakeru,44.0,['2018']
2311,,"['Comedy', 'Romance']",,7.8,,84 min,One Last Night,16.0,['2018']
2312,,"['Drama', 'Fantasy', 'Horror']",,2.8,,86 min,Krampus Origins,165.0,['2018']
2313,,['Adventure'],,7.8,,,Gold Dust,12.0,['2018']
2314,,"['Action', 'Fantasy']",,3.9,,,Wu lin guai shou,47.0,['2018']
2315,,"['Action', 'Comedy', 'Thriller']",,3.7,,80 min,Intensive Care,158.0,['2018']
2316,,"['Drama', 'Musical']",,,,,The Secret,,['2018']
2317,,"['Comedy', 'Romance']",,5.7,,101 min,Podatek od milosci,272.0,['2018']
2318,,"['Biography', 'Drama']",,8.2,,161 min,Chalakkudykkaran Changathy,529.0,['2018']
2319,,['Biography'],,7.1,,121 min,Motorcycle Girl,207.0,['2018']
2320,,"['Drama', 'Romance']",,5.7,,122 min,First Love,60.0,['2018']
2321,,"['Biography', 'Drama', 'Music']",,5.2,,122 min,"El Potro, lo mejor del amor",479.0,['2018']
2322,,['Comedy'],,4.3,,95 min,Les affamés,49.0,['2018']
2323,Not Rated,['Drama'],,5.1,,96 min,Landing Up,148.0,['2018']
2324,,['Comedy'],,6.0,,110 min,Nomitori zamurai,99.0,['2018']
2325,,['Drama'],,7.0,,,Golden Boy,7.0,['2018']
2326,,['Thriller'],,,,90 min,D-Railed,,['2018']
2327,,"['Comedy', 'Drama', 'Fantasy']",,7.5,,,3 Dara 2,11.0,['2018']
2328,,['Drama'],,6.4,,104 min,Weldi,135.0,['2018']
2329,,['Comedy'],,7.6,,135 min,Night Shift,10.0,['2018']
2330,,"['Comedy', 'Drama']",,6.3,,105 min,Lola et ses frères,92.0,['2018']
2331,,['Horror'],,5.6,,120 min,State of Desolation,5.0,['2018']
2332,,['Drama'],,6.7,,100 min,Ferrugem,326.0,['2018']
2333,,"['Animation', 'Adventure', 'Comedy']",,4.8,,60 min,Year 3000,10.0,['2018']
2334,,"['Drama', 'Mystery']",,7.0,,100 min,Unconditional,29.0,['2018']
2335,,['Drama'],,6.5,,115 min,Van Pao-te,181.0,['2018']
2336,,"['Drama', 'Fantasy', 'Mystery']",,,,75 min,Illir Andar,,['2018']
2337,,"['Drama', 'Thriller']",,7.5,,138 min,Aapla Manus,314.0,['2018']
2338,,['Comedy'],,6.9,,95 min,"Papa, sdokhni",18.0,['2018']
2339,,['Action'],,5.4,,96 min,Reshenie o likvidatsii,108.0,['2018']
2340,,['Comedy'],,4.3,,90 min,Gürbüz: Hadi Allah'a Emanet,296.0,['2018']
2341,,['Drama'],,7.6,,118 min,Tabineko ripôto,85.0,['2018']
2342,,"['Drama', 'Thriller']",,5.0,,94 min,No te supe perder,8.0,['2018']
2343,,['Family'],,2.4,,,Team Albert,117.0,['2018']
2344,,"['Comedy', 'Crime']",104013.0,6.1,,120 min,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,256.0,['2018']
2345,,"['Crime', 'Drama']",,7.0,,93 min,Identity,49.0,['2018']
2346,,['Thriller'],,5.3,,,Stalked by My Patient,66.0,['2018']
2347,,['Comedy'],,5.3,,102 min,High Jack,227.0,['2018']
2348,,['Drama'],,6.4,,127 min,Code Blue the Movie,215.0,['2018']
2349,,"['Animation', 'Action', 'Adventure']",,6.0,,85 min,Thomas & Friends: Big World! Big Adventures! The Movie,117.0,['2018']
2350,,['Comedy'],,7.0,,104 min,The Lads,6.0,['2018']
2351,,"['Drama', 'Thriller']",,7.3,,90 min,Lifeboat,19.0,['2018']
2352,,['Action'],,6.6,,105 min,The Scoundrels,103.0,['2018']
2353,,"['Action', 'Comedy', 'Crime']",,7.2,,103 min,Baa Baaa Black Sheep,36.0,['2018']
2354,Not Rated,"['Drama', 'Romance']",,4.4,,77 min,Love Me Anyway,56.0,['2018']
2355,,['Drama'],,8.5,,140 min,The Maid in London,6.0,['2018']
2356,,['Drama'],,7.5,,106 min,Aruna & Lidahnya,249.0,['2018']
2357,TV-MA,"['Comedy', 'Drama']",,5.5,61.0,71 min,White Rabbit,114.0,['2018']
2358,,"['Drama', 'Romance']",,,,49 min,Landlocked,,['2018']
2359,,"['Comedy', 'Horror', 'Romance']",,,,,"Eat, Brains, Love",,['2018']
2360,,"['Mystery', 'Thriller']",,7.1,,119 min,Inori no maku ga oriru toki,414.0,['2018']
2361,,"['Comedy', 'Drama']",,6.0,,81 min,Roulez jeunesse,286.0,['2018']
2362,,['Thriller'],,3.1,,82 min,Body Keepers,118.0,['2018']
2363,,"['Action', 'Thriller']",,,,82 min,Dead Sound,,['2018']
2364,Not Rated,"['Action', 'Adventure', 'Drama']",,8.9,,,To Be a Soldier,21.0,['2018']
2365,,"['Animation', 'Adventure', 'Family']",,4.9,,75 min,Enchanted Princess,52.0,['2018']
2366,,['Action'],,8.2,,129 min,Tagaru,824.0,['2018']
2367,TV-PG,"['Comedy', 'Drama', 'Family']",,6.6,,107 min,Bennett's Song,356.0,['2018']
2368,,['Drama'],,,,90 min,iGilbert,,['2018']
2369,,['Drama'],,8.1,,90 min,Collisions,16.0,['2018']
2370,,"['Comedy', 'Family']",,7.9,,135 min,Achari America Yathra,440.0,['2018']
2371,,['Comedy'],,,,,Primitiva,,['2018']
2372,Not Rated,"['Drama', 'Mystery', 'Romance']",,7.3,,125 min,Cake,358.0,['2018']
2373,,"['Comedy', 'Drama', 'Romance']",,5.9,,,Missions of Love,37.0,['2018']
2374,,['Comedy'],,6.2,,102 min,Qalb Ummuh,83.0,['2018']
2375,,['Action'],,7.4,,76 min,Enter the Fire,111.0,['2018']
2376,,"['Crime', 'Drama']",,6.8,,85 min,One Two Jaga,368.0,['2018']
2377,,['Comedy'],,7.2,,149 min,Carry on Jatta 2,723.0,['2018']
2378,,['Horror'],,4.2,,61 min,Dis,104.0,['2018']
2379,,"['Comedy', 'Drama']",,6.3,,118 min,7 uczuc,441.0,['2018']
2380,,['Action'],,5.9,,104 min,Over Drive,120.0,['2018']
2381,PG,"['Animation', 'Adventure', 'Family']",,5.1,,90 min,Cinderella and the Secret Prince,112.0,['2018']
2382,Not Rated,['Horror'],,3.7,,90 min,Devil's Doors,430.0,['2018']
2383,,"['Action', 'Comedy']",,5.6,,97 min,Lailat Hana wa Suroor,271.0,['2018']
2384,,"['Drama', 'Romance', 'War']",,6.7,,95 min,"Bomb, yek asheghaneh",406.0,['2018']
2385,,"['Crime', 'Drama', 'Family']",,,,110 min,Persons of Interest,,['2018']
2386,,['Drama'],,7.8,,90 min,Winterlong,18.0,['2018']
2387,,"['Comedy', 'Drama']",,6.4,,90 min,"Fear, Love, and Agoraphobia",95.0,['2018']
2388,,['Comedy'],,5.4,,100 min,¡Asu Mare! 3,53.0,['2018']
2389,,"['Drama', 'History']",,5.3,,136 min,A Portuguesa,48.0,['2018']
2390,,['Drama'],,5.5,,150 min,Parole,593.0,['2018']
2391,,['Drama'],,4.3,,75 min,Innan vintern kommer,47.0,['2018']
2392,,['Thriller'],,6.9,,98 min,Doe,10.0,['2018']
2393,,"['Comedy', 'Horror', 'Mystery']",,8.3,,141 min,Kinavally,566.0,['2018']
2394,Not Rated,['Romance'],,7.5,,92 min,Couples' Night,866.0,['2018']
2395,,['Comedy'],,6.3,,116 min,Yol Arkadasim 2,688.0,['2018']
2396,,['Drama'],,7.7,,102 min,Võta või jäta,345.0,['2018']
2397,,"['Comedy', 'Drama', 'Family']",,9.9,,149 min,Ananthu V/S Nusrath,797.0,['2018']
2398,,"['Drama', 'War']",,6.9,,91 min,The Mercy of the Jungle,49.0,['2018']
2399,,"['Action', 'Adventure', 'Drama']",,6.3,,128 min,Neerali,1836.0,['2018']
2400,,"['Drama', 'Romance']",,5.0,,76 min,Transition,83.0,['2018']
2401,,['Drama'],,4.1,,118 min,Jiao qu de niao,101.0,['2018']
2402,,['Drama'],,7.9,,99 min,Seltsimees laps,616.0,['2018']
2403,TV-PG,"['Drama', 'Musical', 'Romance']",,6.3,,86 min,Jingle Belle,213.0,['2018']
2404,,['Drama'],,6.1,,108 min,Ozen,76.0,['2018']
2405,,['Horror'],,5.0,,77 min,Ouijageist,25.0,['2018']
2406,,['Drama'],,,,,Male Shorts International V1,,['2018']
2407,,"['Action', 'Crime', 'Drama']",,6.4,,108 min,O Doutrinador,465.0,['2018']
2408,,['Thriller'],,4.5,,,Redrum,17.0,['2018']
2409,,"['Adventure', 'Drama', 'Sci-Fi']",,9.0,,97 min,Nathan's Kingdom,46.0,['2018']
2410,,"['Drama', 'Fantasy', 'Romance']",,5.8,,73 min,Beautiful Vampire,47.0,['2018']
2411,,"['Crime', 'Drama', 'Thriller']",,4.5,,76 min,Dying Embers,39.0,['2018']
2412,,['Comedy'],,9.2,,95 min,Who's Jenna...?,29.0,['2018']
2413,,['Horror'],,9.4,,,Nenjam Marappathillai,19.0,['2018']
2414,,"['Comedy', 'Horror']",,7.5,,89 min,Gags,31.0,['2018']
2415,TV-14,"['Comedy', 'Drama', 'Romance']",,5.5,,90 min,The Truth About Christmas,182.0,['2018']
2416,,"['Comedy', 'Horror']",,3.6,,77 min,Pledges,54.0,['2018']
2417,,['Comedy'],,4.5,,100 min,Arrivano i prof,181.0,['2018']
2418,,"['Comedy', 'Drama']",,6.4,,85 min,Sarah Q,17.0,['2018']
2419,,['Thriller'],,6.8,,141 min,Aatagallu,28.0,['2018']
2420,,"['Action', 'Comedy', 'Drama']",,8.9,,,The Stuff,8.0,['2018']
2421,PG,"['Comedy', 'Drama', 'Family']",,5.6,,102 min,Trek: The Movie,82.0,['2018']
2422,,"['Comedy', 'Horror']",,7.0,,111 min,Hantu Kak Limah,517.0,['2018']
2423,,['Drama'],,,,,Nje Tregim Prishtine,,['2018']
2424,,['Thriller'],,6.2,,,Animales sin collar,80.0,['2018']
2425,,['Drama'],,8.0,,102 min,A Colony,62.0,['2018']
2426,,['Comedy'],,5.5,,95 min,La belle et la belle,194.0,['2018']
2427,,['Drama'],,7.8,,83 min,Fractures,6.0,['2018']
2428,,['Drama'],,5.8,,,Aarudhra,47.0,['2018']
2429,,"['Action', 'Thriller']",,7.0,,,Samhaara,26.0,['2018']
2430,,['Thriller'],,,,,Distorted,,['2018']
2431,,['Drama'],,8.5,,100 min,Something in Between,62.0,['2018']
2432,,"['Drama', 'Horror', 'Sci-Fi']",,6.1,,110 min,Tous les dieux du ciel,56.0,['2018']
2433,,"['Comedy', 'Crime', 'Drama']",,7.3,,140 min,Kolamavu Kokila,1585.0,['2018']
2434,,['Drama'],,6.3,,95 min,Ride,84.0,['2018']
2435,,['Thriller'],,,,,Hello Neighbor,,['2018']
2436,,"['Biography', 'Drama']",,6.8,,105 min,Juice,241.0,['2018']
2437,,"['Comedy', 'Mystery']",,5.7,,146 min,Shikkari Shambhu,369.0,['2018']
2438,,['Drama'],,6.2,,,Kishore Kumar Junior,80.0,['2018']
2439,,"['Comedy', 'Drama']",,6.4,,130 min,Nimir,285.0,['2018']
2440,,"['Comedy', 'Fantasy']",,4.5,,98 min,La Befana vien di notte,151.0,['2018']
2441,,"['Crime', 'Drama']",,6.7,,134 min,Echarikkai Idhu Manithargal Nadamadum Idam,176.0,['2018']
2442,,"['Animation', 'Action', 'Sci-Fi']",,6.5,,132 min,Code Geass: Lelouch of the Rebellion Episode II,15.0,['2018']
2443,,"['Comedy', 'Drama', 'History']",,7.6,,92 min,The Unorthodox,118.0,['2018']
2444,,['Thriller'],,,,,American Dream,,['2018']
2445,,['Horror'],,6.6,,,The Curse of Lilith Ratchet,30.0,['2018']
2446,,['Thriller'],,6.7,,,Idam Jagath,63.0,['2018']
2447,Not Rated,"['Animation', 'Action', 'Adventure']",,4.9,,78 min,Lego DC Super Hero Girls: Super-Villain High,166.0,['2018']
2448,,"['Action', 'Comedy']",,8.1,,,FP2: Beats of Rage,31.0,['2018']
2449,,['Drama'],,5.9,,91 min,Darkoob,325.0,['2018']
2450,,['Drama'],,,,106 min,Life with Dog,,['2018']
2451,Not Rated,['Drama'],,7.4,,149 min,Uma,554.0,['2018']
2452,,['Horror'],,8.1,,89 min,Wretch,41.0,['2018']
2453,,"['Action', 'Drama', 'Thriller']",,7.9,,94 min,Scorpion,9.0,['2018']
2454,,"['Animation', 'Action', 'Adventure']",,5.4,,73 min,Capt'n Sharky,36.0,['2018']
2455,,"['Biography', 'History', 'War']",,6.3,,113 min,Hürkus,833.0,['2018']
2456,,['Drama'],,,,,Bewars,,['2018']
2457,,['Adventure'],,7.1,,106 min,Stroomop,31.0,['2018']
2458,,['Drama'],,8.8,,,Leona,25.0,['2018']
2459,,"['Comedy', 'Romance']",,5.0,,90 min,The Flip Side,53.0,['2018']
2460,,"['Drama', 'Family', 'Sport']",,8.8,,99 min,Goal,59.0,['2018']
2461,TV-14,['Thriller'],,4.1,,95 min,Agenda: Payback,181.0,['2018']
2462,,['Drama'],,7.9,,82 min,Trauma is a Time Machine,11.0,['2018']
2463,PG,['Drama'],,5.6,,103 min,Strings,54.0,['2018']
2464,,['Comedy'],,5.5,,89 min,Raoul Taburin,13.0,['2018']
2465,,['Thriller'],,8.1,,88 min,Tejano,25.0,['2018']
2466,,"['Action', 'Drama', 'Fantasy']",,4.1,,86 min,And There Were 4,40.0,['2018']
2467,,['Romance'],,4.2,,122 min,Kamuki,175.0,['2018']
2468,,['Drama'],,6.9,,121 min,Seule à mon mariage,55.0,['2018']
2469,,['Mystery'],,6.7,,120 min,Raja Ranguski,219.0,['2018']
